"COMMON.NAME","SCIENTIFIC.NAME","Long.Term.Analysis","Current.Analysis","Selected.SoIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km.latestyear","mean5km","ci5km"
"Buff-breasted Sandpiper","Calidris subruficollis","","","",NA,NA,NA,NA,NA,NA
"Pectoral Sandpiper","Calidris melanotos","","","",NA,NA,NA,NA,NA,NA
"Asian Dowitcher","Limnodromus semipalmatus","","","",NA,NA,NA,NA,NA,NA
"Long-billed Dowitcher","Limnodromus scolopaceus","","","",NA,NA,NA,NA,NA,NA
"Jack Snipe","Lymnocryptes minimus","","","",8,0.125,0.25,NA,20.375,2.45524438702138
"Eurasian Woodcock","Scolopax rusticola","","","",NA,NA,NA,NA,NA,NA
"Solitary Snipe","Gallinago solitaria","","","",NA,NA,NA,NA,NA,NA
"Wood Snipe","Gallinago nemoricola","","","",NA,NA,NA,NA,NA,NA
"Great Snipe","Gallinago media","","","",NA,NA,NA,NA,NA,NA
"Common Snipe","Gallinago gallinago","","X","X",111,0.0720720720720721,0.320945945945946,0.369369369369369,15.6216216216216,1.16126089045525
"Pin-tailed Snipe","Gallinago stenura","","X","X",66,0.121212121212121,0.350378787878788,0.393939393939394,17.3787878787879,1.50146349834356
"Swinhoe's Snipe","Gallinago megala","","","",NA,NA,NA,NA,NA,NA
"Terek Sandpiper","Xenus cinereus","","","X",13,0.0769230769230769,0.548076923076923,0.615384615384615,12.9230769230769,3.92289833681001
"Red-necked Phalarope","Phalaropus lobatus","","","",1,NA,NA,NA,25,NA
"Red Phalarope","Phalaropus fulicarius","","","",NA,NA,NA,NA,NA,NA
"Common Sandpiper","Actitis hypoleucos","X","X","X",266,0.0789473684210526,0.507518796992481,0.635338345864662,12.5601503759399,0.763115903375108
"Green Sandpiper","Tringa ochropus","X","X","X",237,0.109704641350211,0.42246835443038,0.527426160337553,13.2151898734177,0.793617369072439
"Gray-tailed Tattler","Tringa brevipes","","","",NA,NA,NA,NA,NA,NA
"Spotted Redshank","Tringa erythropus","","","X",50,0.02,0.22,0.22,15.12,1.98357027604267
"Common Greenshank","Tringa nebularia","","X","X",185,0.0864864864864865,0.372297297297297,0.421621621621622,13.4864864864865,0.893385831385091
"Nordmann's Greenshank","Tringa guttifer","","","",NA,NA,NA,NA,NA,NA
"Marsh Sandpiper","Tringa stagnatilis","","X","X",118,0.0847457627118644,0.359110169491525,0.466101694915254,14.3050847457627,1.11488721957698
"Wood Sandpiper","Tringa glareola","X","X","X",234,0.0726495726495727,0.458333333333333,0.538461538461538,12.7264957264957,0.820749048627917
"Common Redshank","Tringa totanus","","","X",57,0.0526315789473684,0.328947368421053,0.403508771929825,11.9649122807018,1.56225200678948
"Small Buttonquail","Turnix sylvaticus","","","",NA,NA,NA,NA,NA,NA
"Yellow-legged Buttonquail","Turnix tanki","","","X",6,NA,0.208333333333333,NA,23.3333333333333,1.09323576800453
"Barred Buttonquail","Turnix suscitator","","X","X",156,0.0128205128205128,0.324519230769231,0.480769230769231,13.6730769230769,1.02138429046294
"Crab-Plover","Dromas ardeola","","","X",4,NA,0.375,0.25,11.75,7.21815073270156
"Cream-colored Courser","Cursorius cursor","","","",NA,NA,NA,NA,NA,NA
"Indian Courser","Cursorius coromandelicus","","","X",31,0.0645161290322581,0.254032258064516,0.258064516129032,12.0645161290323,1.98915260222084
"Jerdon's Courser","Rhinoptilus bitorquatus","","","X",NA,NA,NA,NA,NA,NA
"Collared Pratincole","Glareola pratincola","","","",NA,NA,NA,NA,NA,NA
"Oriental Pratincole","Glareola maldivarum","","","X",13,NA,0.296703296703297,0.538461538461538,14.4615384615385,3.33344370625946
"Small Pratincole","Glareola lactea","","X","X",116,0.0517241379310345,0.337284482758621,0.439655172413793,14.7068965517241,1.1158934564148
"South Polar Skua","Stercorarius maccormicki","","","",NA,NA,NA,NA,NA,NA
"Brown Skua","Stercorarius antarcticus","","","",NA,NA,NA,NA,NA,NA
"Pomarine Jaeger","Stercorarius pomarinus","","","",NA,NA,NA,NA,NA,NA
"Parasitic Jaeger","Stercorarius parasiticus","","","",2,NA,0.5,NA,11.5,14.7
"Long-tailed Jaeger","Stercorarius longicaudus","","","",NA,NA,NA,NA,NA,NA
"Black-legged Kittiwake","Rissa tridactyla","","","",NA,NA,NA,NA,NA,NA
"Sabine's Gull","Xema sabini","","","",NA,NA,NA,NA,NA,NA
"Slender-billed Gull","Chroicocephalus genei","","","X",9,NA,0.444444444444444,0.222222222222222,13.3333333333333,4.58498515688861
"Black-headed Gull","Chroicocephalus ridibundus","","","X",14,0.0714285714285714,0.455357142857143,0.357142857142857,14.5,3.23401631697515
"Brown-headed Gull","Chroicocephalus brunnicephalus","","","X",68,0.0882352941176471,0.332720588235294,0.382352941176471,14.2205882352941,1.59515030099876
"Little Gull","Hydrocoloeus minutus","","","",NA,NA,NA,NA,NA,NA
"Franklin's Gull","Leucophaeus pipixcan","","","",NA,NA,NA,NA,NA,NA
"White-eyed Gull","Ichthyaetus leucophthalmus","","","",NA,NA,NA,NA,NA,NA
"Sooty Gull","Ichthyaetus hemprichii","","","",NA,NA,NA,NA,NA,NA
"Pallas's Gull","Ichthyaetus ichthyaetus","","","X",9,NA,0.347222222222222,0.444444444444444,12.6666666666667,4.54994017054681
"Common Gull","Larus canus","","","",NA,NA,NA,NA,NA,NA
"Herring Gull","Larus argentatus","","","",NA,NA,NA,NA,NA,NA
"Caspian Gull","Larus cachinnans","","","",NA,NA,NA,NA,NA,NA
"Lesser Black-backed Gull","Larus fuscus","","","X",10,NA,0.5875,0.8,11.6,4.57519961920303
"Brown Noddy","Anous stolidus","","","",NA,NA,NA,NA,NA,NA
"Black Noddy","Anous minutus","","","",NA,NA,NA,NA,NA,NA
"Lesser Noddy","Anous tenuirostris","","","",NA,NA,NA,NA,NA,NA
"White Tern","Gygis alba","","","",NA,NA,NA,NA,NA,NA
"Sooty Tern","Onychoprion fuscatus","","","",1,NA,NA,NA,17,NA
"Bridled Tern","Onychoprion anaethetus","","","",3,NA,0.333333333333333,NA,9.66666666666667,13.1155751345914
"Little Tern","Sternula albifrons","","","X",12,NA,0.385416666666667,0.583333333333333,12.5,4.61240882311132
"Saunders's Tern","Sternula saundersi","","","",NA,NA,NA,NA,NA,NA
"Gull-billed Tern","Gelochelidon nilotica","","","X",21,0.142857142857143,0.351190476190476,0.380952380952381,16.4761904761905,2.84551889429288
"Caspian Tern","Hydroprogne caspia","","","X",21,NA,0.327380952380952,0.285714285714286,14.6666666666667,2.82847740744812
"Black Tern","Chlidonias niger","","","",NA,NA,NA,NA,NA,NA
"White-winged Tern","Chlidonias leucopterus","","","",NA,NA,NA,NA,NA,NA
"Whiskered Tern","Chlidonias hybrida","","X","X",156,0.0576923076923077,0.40224358974359,0.391025641025641,13.4294871794872,1.02757947731228
"Roseate Tern","Sterna dougallii","","","",NA,NA,NA,NA,NA,NA
"Black-naped Tern","Sterna sumatrana","","","",NA,NA,NA,NA,NA,NA
"Common Tern","Sterna hirundo","","","X",7,NA,0.482142857142857,0.714285714285714,16.1428571428571,5.71318941864641
"Arctic Tern","Sterna paradisaea","","","",NA,NA,NA,NA,NA,NA
"Black-bellied Tern","Sterna acuticauda","","","X",27,0.185185185185185,0.134259259259259,0.259259259259259,15.1481481481481,2.30324789144046
"River Tern","Sterna aurantia","","X","X",263,0.0722433460076046,0.481463878326996,0.600760456273764,12.2813688212928,0.75826991110421
"White-cheeked Tern","Sterna repressa","","","",NA,NA,NA,NA,NA,NA
"Great Crested Tern","Thalasseus bergii","","","X",13,NA,0.538461538461538,0.692307692307692,11.3846153846154,3.54761847500284
"Sandwich Tern","Thalasseus sandvicensis","","","X",9,NA,0.388888888888889,0.555555555555556,13,4.32139380807216
"Lesser Crested Tern","Thalasseus bengalensis","","","X",11,NA,0.556818181818182,0.727272727272727,12,3.79322266441323
"Indian Skimmer","Rynchops albicollis","","","X",NA,NA,NA,NA,NA,NA
"White-tailed Tropicbird","Phaethon lepturus","","","",NA,NA,NA,NA,NA,NA
"Red-billed Tropicbird","Phaethon aethereus","","","",NA,NA,NA,NA,NA,NA
"Red-tailed Tropicbird","Phaethon rubricauda","","","",NA,NA,NA,NA,NA,NA
"Red-throated Loon","Gavia stellata","","","",NA,NA,NA,NA,NA,NA
"Arctic Loon","Gavia arctica","","","",NA,NA,NA,NA,NA,NA
"Light-mantled Albatross","Phoebetria palpebrata","","","",NA,NA,NA,NA,NA,NA
"Wilson's Storm-Petrel","Oceanites oceanicus","","","",NA,NA,NA,NA,NA,NA
"White-faced Storm-Petrel","Pelagodroma marina","","","",NA,NA,NA,NA,NA,NA
"Black-bellied Storm-Petrel","Fregetta tropica","","","",NA,NA,NA,NA,NA,NA
"Swinhoe's Storm-Petrel","Hydrobates monorhis","","","",NA,NA,NA,NA,NA,NA
"Barau's Petrel","Pterodroma baraui","","","",NA,NA,NA,NA,NA,NA
"Jouanin's Petrel","Bulweria fallax","","","",NA,NA,NA,NA,NA,NA
"Streaked Shearwater","Calonectris leucomelas","","","",NA,NA,NA,NA,NA,NA
"Cory's Shearwater","Calonectris diomedea","","","",NA,NA,NA,NA,NA,NA
"Flesh-footed Shearwater","Ardenna carneipes","","","",NA,NA,NA,NA,NA,NA
"Wedge-tailed Shearwater","Ardenna pacifica","","","",NA,NA,NA,NA,NA,NA
"Sooty Shearwater","Ardenna grisea","","","",NA,NA,NA,NA,NA,NA
"Short-tailed Shearwater","Ardenna tenuirostris","","","",NA,NA,NA,NA,NA,NA
"Tropical Shearwater","Puffinus bailloni","","","",NA,NA,NA,NA,NA,NA
"Persian Shearwater","Puffinus persicus","","","",NA,NA,NA,NA,NA,NA
"Asian Openbill","Anastomus oscitans","","X","X",231,0.0649350649350649,0.524891774891775,0.601731601731602,13.6017316017316,0.799911753027952
"Black Stork","Ciconia nigra","","","X",22,NA,0.168831168831169,0.136363636363636,20.1818181818182,1.78520889503107
"Asian Woolly-necked Stork","Ciconia episcopus","X","X","X",241,0.0829875518672199,0.447095435684647,0.564315352697095,12.8589211618257,0.806993861093751
"White Stork","Ciconia ciconia","","","",11,0.454545454545455,0.136363636363636,NA,20.1818181818182,2.80714130639154
"Black-necked Stork","Ephippiorhynchus asiaticus","","","",NA,NA,NA,NA,NA,NA
"Lesser Adjutant","Leptoptilos javanicus","","","X",51,0.0588235294117647,0.308823529411765,0.313725490196078,15.5098039215686,1.40950431679707
"Greater Adjutant","Leptoptilos dubius","","","",NA,NA,NA,NA,NA,NA
"Painted Stork","Mycteria leucocephala","","X","X",230,0.0565217391304348,0.4375,0.539130434782609,12.6347826086957,0.81957411818647
"Lesser Frigatebird","Fregata ariel","","","",NA,NA,NA,NA,NA,NA
"Christmas Island Frigatebird","Fregata andrewsi","","","",1,NA,NA,NA,4,NA
"Great Frigatebird","Fregata minor","","","",NA,NA,NA,NA,NA,NA
"Masked Booby","Sula dactylatra","","","",NA,NA,NA,NA,NA,NA
"Brown Booby","Sula leucogaster","","","",NA,NA,NA,NA,NA,NA
"Red-footed Booby","Sula sula","","","",NA,NA,NA,NA,NA,NA
"Oriental Darter","Anhinga melanogaster","","X","X",209,0.062200956937799,0.446172248803828,0.650717703349282,13.7129186602871,0.838005217337083
"Little Cormorant","Microcarbo niger","","X","X",318,0.0723270440251572,0.580581761006289,0.754716981132076,11.5566037735849,0.711623943913602
"Great Cormorant","Phalacrocorax carbo","","X","X",209,0.0813397129186603,0.48444976076555,0.655502392344498,12.799043062201,0.866661447622391
"Indian Cormorant","Phalacrocorax fuscicollis","","X","X",231,0.0476190476190476,0.500541125541126,0.67965367965368,13.4978354978355,0.798662898249896
"Great White Pelican","Pelecanus onocrotalus","","","",NA,NA,NA,NA,NA,NA
"Spot-billed Pelican","Pelecanus philippensis","","","X",79,0.10126582278481,0.503164556962025,0.493670886075949,15.9113924050633,1.37404321173636
"Dalmatian Pelican","Pelecanus crispus","","","",NA,NA,NA,NA,NA,NA
"Great Bittern","Botaurus stellaris","","","",NA,NA,NA,NA,NA,NA
"Yellow Bittern","Ixobrychus sinensis","","X","X",65,0.0307692307692308,0.315384615384615,0.492307692307692,16.4153846153846,1.46237410523732
"Little Bittern","Ixobrychus minutus","","","",NA,NA,NA,NA,NA,NA
"Cinnamon Bittern","Ixobrychus cinnamomeus","","","X",51,0.0588235294117647,0.291666666666667,0.431372549019608,16.6274509803922,1.8345094015374
"Black Bittern","Ixobrychus flavicollis","","","X",29,NA,0.241379310344828,0.206896551724138,17.448275862069,2.50766036838857
"Gray Heron","Ardea cinerea","","X","X",281,0.0676156583629893,0.5355871886121,0.637010676156584,12.0355871886121,0.751984698862188
"White-bellied Heron","Ardea insignis","","","",NA,NA,NA,NA,NA,NA
"Goliath Heron","Ardea goliath","","","",NA,NA,NA,NA,NA,NA
"Purple Heron","Ardea purpurea","","X","X",236,0.076271186440678,0.505826271186441,0.665254237288136,12.8686440677966,0.817872554392533
"Great Egret","Ardea alba","X","X","X",252,0.0873015873015873,0.527777777777778,0.595238095238095,12.8849206349206,0.781646971841415
"Medium Egret","Ardea intermedia","","X","X",288,0.0555555555555556,0.532986111111111,0.670138888888889,12.1979166666667,0.733551106915285
"Chinese Egret","Egretta eulophotes","","","",NA,NA,NA,NA,NA,NA
"Little Egret","Egretta garzetta","X","X","X",317,0.0946372239747634,0.587933753943218,0.71608832807571,11.5615141955836,0.712193469061347
"Western Reef-Heron","Egretta gularis","","","X",50,0.02,0.335,0.28,16.76,1.83826770629307
"Pacific Reef-Heron","Egretta sacra","","","",NA,NA,NA,NA,NA,NA
"Eastern Cattle Egret","Bubulcus coromandus","","X","X",327,0.0886850152905199,0.624235474006116,0.746177370030581,11.3272171253823,0.708209291412016
"Indian Pond-Heron","Ardeola grayii","X","X","X",328,0.11280487804878,0.623475609756098,0.75609756097561,11.3201219512195,0.706082310193629
"Chinese Pond-Heron","Ardeola bacchus","","","",NA,NA,NA,NA,NA,NA
"Javan Pond-Heron","Ardeola speciosa","","","",NA,NA,NA,NA,NA,NA
"Striated Heron","Butorides striata","","X","X",114,0.0614035087719298,0.319078947368421,0.394736842105263,16.2982456140351,1.06897911605986
"Black-crowned Night Heron","Nycticorax nycticorax","","X","X",164,0.0548780487804878,0.38719512195122,0.530487804878049,14.9146341463415,0.927241294651164
"White-eared Night Heron","Oroanassa magnifica","","","",NA,NA,NA,NA,NA,NA
"Malayan Night Heron","Gorsachius melanolophus","","","",4,NA,0.333333333333333,NA,19.25,4.82594032288009
"Glossy Ibis","Plegadis falcinellus","","X","X",183,0.0491803278688525,0.423497267759563,0.551912568306011,13.7158469945355,0.900427033713148
"Black-headed Ibis","Threskiornis melanocephalus","X","X","X",269,0.0706319702602231,0.546933085501859,0.698884758364312,12.6171003717472,0.753600980376085
"Red-naped Ibis","Pseudibis papillosa","","X","X",227,0.0484581497797357,0.421806167400881,0.497797356828194,12.2202643171806,0.842944233562679
"Eurasian Spoonbill","Platalea leucorodia","","X","X",150,0.0466666666666667,0.344166666666667,0.346666666666667,12.8933333333333,1.02247097439608
"Osprey","Pandion haliaetus","","","X",84,0.0833333333333333,0.34672619047619,0.404761904761905,16.9761904761905,1.17553895469384
"Black-winged Kite","Elanus caeruleus","X","X","X",289,0.0795847750865052,0.43598615916955,0.612456747404844,11.8892733564014,0.753602148741262
"Bearded Vulture","Gypaetus barbatus","","","",NA,NA,NA,NA,NA,NA
"Egyptian Vulture","Neophron percnopterus","","","X",62,0.209677419354839,0.342741935483871,0.419354838709677,17.0806451612903,1.41766610994874
"European Honey-buzzard","Pernis apivorus","","","",NA,NA,NA,NA,NA,NA
"Oriental Honey-buzzard","Pernis ptilorhynchus","","X","X",221,0.081447963800905,0.527714932126697,0.660633484162896,14.0316742081448,0.787598626792754
"Jerdon's Baza","Aviceda jerdoni","","","X",7,NA,0.489795918367347,0.714285714285714,20.5714285714286,4.46246568614258
"Black Baza","Aviceda leuphotes","","","X",10,NA,0.15,0.3,21.4,3.32109326042561
"Red-headed Vulture","Sarcogyps calvus","X","X","X",18,0.166666666666667,0.375,0.5,19.5555555555556,2.49649491397097
"Cinereous Vulture","Aegypius monachus","","","X",1,1,NA,NA,18,NA
"White-rumped Vulture","Gyps bengalensis","","X","X",24,0.583333333333333,0.234375,0.416666666666667,18.9583333333333,2.51511889731536
"Indian Vulture","Gyps indicus","X","X","X",17,0.411764705882353,0.169117647058824,0.294117647058824,20.0588235294118,2.31953312328895
"Slender-billed Vulture","Gyps tenuirostris","","","",NA,NA,NA,NA,NA,NA
"Himalayan Griffon","Gyps himalayensis","","","X",1,NA,NA,NA,23,NA
"Eurasian Griffon","Gyps fulvus","","","",NA,NA,NA,NA,NA,NA
"Nicobar Serpent-Eagle","Spilornis klossi","","","",NA,NA,NA,NA,NA,NA
"Crested Serpent-Eagle","Spilornis cheela","","X","X",132,0.0984848484848485,0.628787878787879,0.727272727272727,16.2272727272727,0.939039702486358
"Andaman Serpent-Eagle","Spilornis elgini","","","",NA,NA,NA,NA,NA,NA
"Short-toed Snake-Eagle","Circaetus gallicus","","X","X",166,0.0662650602409639,0.384789156626506,0.469879518072289,14.4156626506024,0.929224437533774
"Changeable Hawk-Eagle","Nisaetus cirrhatus","","X","X",91,0.0769230769230769,0.366758241758242,0.549450549450549,17.010989010989,1.08958031959411
"Mountain Hawk-Eagle","Nisaetus nipalensis","","","",NA,NA,NA,NA,NA,NA
"Legge's Hawk-Eagle","Nisaetus kelaarti","","X","X",20,NA,0.21875,0.4,17.3,2.36699605318418
"Rufous-bellied Eagle","Lophotriorchis kienerii","","","X",49,0.0204081632653061,0.301020408163265,0.530612244897959,16.9795918367347,1.47995495426944
"Black Eagle","Ictinaetus malaiensis","","X","X",115,0.0956521739130435,0.384782608695652,0.547826086956522,16.5739130434783,0.994929650470558
"Indian Spotted Eagle","Clanga hastata","","X","X",86,NA,0.377906976744186,0.418604651162791,16.4651162790698,1.18707404324417
"Greater Spotted Eagle","Clanga clanga","","X","X",112,0.0446428571428571,0.368303571428571,0.464285714285714,16,1.11869856819721
"Booted Eagle","Hieraaetus pennatus","","X","X",170,0.0352941176470588,0.395588235294118,0.517647058823529,15.3117647058824,0.883715347948368
"Tawny Eagle","Aquila rapax","","","X",56,0.0892857142857143,0.397321428571429,0.535714285714286,18.3035714285714,1.33169867599107
"Steppe Eagle","Aquila nipalensis","","","X",23,NA,0.233695652173913,0.260869565217391,17.9565217391304,2.27373844355712
"Imperial Eagle","Aquila heliaca","","","X",1,NA,NA,NA,15,NA
"Golden Eagle","Aquila chrysaetos","","","",NA,NA,NA,NA,NA,NA
"Bonelli's Eagle","Aquila fasciata","","X","X",136,0.0220588235294118,0.331801470588235,0.426470588235294,14.3308823529412,1.08266864741828
"White-eyed Buzzard","Butastur teesa","","X","X",147,0.054421768707483,0.321428571428571,0.428571428571429,14.6122448979592,1.01810819279556
"Rufous-winged Buzzard","Butastur liventer","","","",NA,NA,NA,NA,NA,NA
"Gray-faced Buzzard","Butastur indicus","","","",NA,NA,NA,NA,NA,NA
"Western Marsh Harrier","Circus aeruginosus","","X","X",172,0.0872093023255814,0.4375,0.5,14.2790697674419,0.916045396601876
"Eastern Marsh Harrier","Circus spilonotus","","","",NA,NA,NA,NA,NA,NA
"Hen Harrier","Circus cyaneus","","","X",1,NA,NA,NA,19,NA
"Pallid Harrier","Circus macrourus","","X","X",86,0.0465116279069767,0.26453488372093,0.27906976744186,15.1279069767442,1.46493585756406
"Pied Harrier","Circus melanoleucos","","","X",2,NA,NA,NA,20,9.8
"Montagu's Harrier","Circus pygargus","","X","X",97,0.0412371134020619,0.27319587628866,0.350515463917526,14.020618556701,1.33960622706431
"Crested Goshawk","Accipiter trivirgatus","","","X",71,0.0140845070422535,0.459507042253521,0.591549295774648,16.3943661971831,1.19870588157302
"Shikra","Accipiter badius","X","X","X",291,0.0962199312714777,0.52233676975945,0.697594501718213,12.1786941580756,0.731441418812646
"Nicobar Sparrowhawk","Accipiter butleri","","","",NA,NA,NA,NA,NA,NA
"Chinese Sparrowhawk","Accipiter soloensis","","","",NA,NA,NA,NA,NA,NA
"Japanese Sparrowhawk","Accipiter gularis","","","",NA,NA,NA,NA,NA,NA
"Besra","Accipiter virgatus","","","X",42,0.0238095238095238,0.172619047619048,0.261904761904762,18.2619047619048,1.43116265961126
"Eurasian Sparrowhawk","Accipiter nisus","","","X",37,0.027027027027027,0.290540540540541,0.405405405405405,15.5945945945946,2.0764084042043
"Eurasian Goshawk","Accipiter gentilis","","","",NA,NA,NA,NA,NA,NA
"Red Kite","Milvus milvus","","","",NA,NA,NA,NA,NA,NA
"Black Kite","Milvus migrans","X","X","X",269,0.115241635687732,0.589684014869889,0.676579925650558,12.6728624535316,0.748195243162179
"Brahminy Kite","Haliastur indus","X","X","X",275,0.101818181818182,0.624090909090909,0.690909090909091,12.5527272727273,0.746353806365187
"White-tailed Eagle","Haliaeetus albicilla","","","",NA,NA,NA,NA,NA,NA
"Pallas's Fish-Eagle","Haliaeetus leucoryphus","","","",NA,NA,NA,NA,NA,NA
"White-bellied Sea-Eagle","Icthyophaga leucogaster","","","X",40,NA,0.49375,0.6,14.75,1.75132052741455
"Lesser Fish-Eagle","Icthyophaga humilis","","","X",25,0.08,0.285,0.4,18.28,1.96821478502728
"Gray-headed Fish-Eagle","Icthyophaga ichthyaetus","","","X",26,0.0769230769230769,0.350961538461538,0.5,18.0384615384615,1.97346499107684
"Rough-legged Hawk","Buteo lagopus","","","",NA,NA,NA,NA,NA,NA
"Common Buzzard","Buteo buteo","","","X",30,NA,0.204166666666667,0.4,17.8333333333333,1.96693409442227
"Himalayan Buzzard","Buteo refectus","","","",NA,NA,NA,NA,NA,NA
"Long-legged Buzzard","Buteo rufinus","","","X",2,NA,0.583333333333333,0.5,23.5,2.94
"Upland Buzzard","Buteo hemilasius","","","",NA,NA,NA,NA,NA,NA
"Australasian Grass-Owl","Tyto longimembris","","","",NA,NA,NA,NA,NA,NA
"Barn Owl","Tyto alba","","","",57,0.0350877192982456,0.271929824561404,0.403508771929825,17.3508771929825,1.56419698859969
"Andaman Masked-Owl","Tyto deroepstorffi","","","",NA,NA,NA,NA,NA,NA
"Oriental Bay-Owl","Phodilus badius","","","",NA,NA,NA,NA,NA,NA
"Sri Lanka Bay-Owl","Phodilus assimilis","","","",2,NA,0.5,NA,20,5.88
"Andaman Scops-Owl","Otus balli","","","",NA,NA,NA,NA,NA,NA
"Mountain Scops-Owl","Otus spilocephalus","","","",NA,NA,NA,NA,NA,NA
"Indian Scops-Owl","Otus bakkamoena","","","",71,0.0704225352112676,0.286971830985915,0.492957746478873,17.2394366197183,1.36568393437479
"Collared Scops-Owl","Otus lettia","","","",NA,NA,NA,NA,NA,NA
"Nicobar Scops-Owl","Otus alius","","","",NA,NA,NA,NA,NA,NA
"Eurasian Scops-Owl","Otus scops","","","",NA,NA,NA,NA,NA,NA
"Pallid Scops-Owl","Otus brucei","","","",NA,NA,NA,NA,NA,NA
"Oriental Scops-Owl","Otus sunia","","","",30,0.0333333333333333,0.2125,0.266666666666667,19.2666666666667,1.87698847407243
"Eurasian Eagle-Owl","Bubo bubo","","","",NA,NA,NA,NA,NA,NA
"Rock Eagle-Owl","Bubo bengalensis","","","",71,0.140845070422535,0.301056338028169,0.422535211267606,15.5352112676056,1.43650127100773
"Spot-bellied Eagle-Owl","Ketupa nipalensis","","","",15,NA,0.266666666666667,0.533333333333333,17.3333333333333,2.73643401365922
"Dusky Eagle-Owl","Ketupa coromanda","","","",NA,NA,NA,NA,NA,NA
"Brown Fish-Owl","Ketupa zeylonensis","","X","X",83,0.0963855421686747,0.343373493975904,0.409638554216867,17.3975903614458,1.06564139806882
"Tawny Fish-Owl","Ketupa flavipes","","","",NA,NA,NA,NA,NA,NA
"Buffy Fish-Owl","Ketupa ketupu","","","",NA,NA,NA,NA,NA,NA
"Asian Barred Owlet","Glaucidium cuculoides","","","",NA,NA,NA,NA,NA,NA
"Jungle Owlet","Glaucidium radiatum","","X","X",58,0.155172413793103,0.314655172413793,0.482758620689655,17.3103448275862,1.34136868227889
"Collared Owlet","Taenioptynx brodiei","","","",NA,NA,NA,NA,NA,NA
"Spotted Owlet","Athene brama","","","",230,0.0695652173913043,0.429891304347826,0.578260869565217,12.7217391304348,0.830398593958787
"Little Owl","Athene noctua","","","",NA,NA,NA,NA,NA,NA
"Forest Owlet","Athene blewitti","","","",NA,NA,NA,NA,NA,NA
"Mottled Wood-Owl","Strix ocellata","","","",55,0.0909090909090909,0.293181818181818,0.454545454545455,17.9090909090909,1.48832885044421
"Brown Wood-Owl","Strix leptogrammica","","","",49,0.0612244897959184,0.326530612244898,0.428571428571429,18.2244897959184,1.35164097797208
"Tawny Owl","Strix aluco","","","",NA,NA,NA,NA,NA,NA
"Himalayan Owl","Strix nivicolum","","","",NA,NA,NA,NA,NA,NA
"Long-eared Owl","Asio otus","","","",NA,NA,NA,NA,NA,NA
"Short-eared Owl","Asio flammeus","","","X",3,NA,0.333333333333333,0.333333333333333,16,5.88
"Boreal Owl","Aegolius funereus","","","",NA,NA,NA,NA,NA,NA
"Andaman Boobook","Ninox affinis","","","",NA,NA,NA,NA,NA,NA
"Brown Boobook","Ninox scutulata","","","",42,0.0952380952380952,0.25297619047619,0.404761904761905,17.9761904761905,1.74758152668536
"Hume's Boobook","Ninox obscura","","","",NA,NA,NA,NA,NA,NA
"Malabar Trogon","Harpactes fasciatus","X","X","X",66,0.121212121212121,0.5,0.621212121212121,16.8333333333333,1.12173777383827
"Red-headed Trogon","Harpactes erythrocephalus","","","",NA,NA,NA,NA,NA,NA
"Ward's Trogon","Harpactes wardi","","","",NA,NA,NA,NA,NA,NA
"Eurasian Hoopoe","Upupa epops","X","X","X",264,0.0984848484848485,0.456912878787879,0.571969696969697,12.4431818181818,0.777267671192341
"Great Hornbill","Buceros bicornis","X","X","X",29,0.0689655172413793,0.314655172413793,0.379310344827586,15.4827586206897,1.66964705377678
"Brown Hornbill","Anorrhinus austeni","","","",NA,NA,NA,NA,NA,NA
"Indian Gray Hornbill","Ocyceros birostris","","X","X",213,0.0375586854460094,0.465962441314554,0.629107981220657,12.5539906103286,0.836481808236815
"Malabar Gray Hornbill","Ocyceros griseus","","","X",88,0.102272727272727,0.674715909090909,0.795454545454545,15.625,1.1410177701176
"Malabar Pied-Hornbill","Anthracoceros coronatus","","","X",80,0.0375,0.5296875,0.65,15.5375,1.16423059696582
"Oriental Pied-Hornbill","Anthracoceros albirostris","","","",NA,NA,NA,NA,NA,NA
"Rufous-necked Hornbill","Aceros nipalensis","","","",NA,NA,NA,NA,NA,NA
"Wreathed Hornbill","Rhyticeros undulatus","","","",NA,NA,NA,NA,NA,NA
"Narcondam Hornbill","Rhyticeros narcondami","","","",NA,NA,NA,NA,NA,NA
"Blyth's Kingfisher","Alcedo hercules","","","",NA,NA,NA,NA,NA,NA
"Common Kingfisher","Alcedo atthis","","X","X",261,0.0727969348659004,0.525862068965517,0.681992337164751,13,0.74590190720524
"Blue-eared Kingfisher","Alcedo meninting","","","X",42,NA,0.297619047619048,0.404761904761905,15.952380952381,1.54060347870268
"Black-backed Dwarf-Kingfisher","Ceyx erithaca","","","X",20,NA,0.26875,0.4,16.75,1.74077992200109
"Rufous-backed Dwarf-Kingfisher","Ceyx rufidorsa","","","",NA,NA,NA,NA,NA,NA
"Brown-winged Kingfisher","Pelargopsis amauroptera","","","",NA,NA,NA,NA,NA,NA
"Stork-billed Kingfisher","Pelargopsis capensis","","X","X",96,0.104166666666667,0.490885416666667,0.65625,16.4166666666667,1.11271276958716
"Ruddy Kingfisher","Halcyon coromanda","","","",NA,NA,NA,NA,NA,NA
"White-throated Kingfisher","Halcyon smyrnensis","X","X","X",331,0.123867069486405,0.64463746223565,0.818731117824773,11.2567975830816,0.704127177027189
