"eBird.English.Name.2024","eBird.Scientific.Name.2024","eBird.Code","Order","Family","SoIB.Past.Priority.Status","SoIB.Past.Long.Term.Status","SoIB.Past.Current.Status","SoIB.Past.Range.Status","Breeding.Activity.Period","Non.Breeding.Activity.Period","Diet.Guild","India.Endemic","Subcontinent.Endemic","Himalayas.Endemic","Endemic.Region","Habitat.Specialization","Migratory.Status.Within.India","Essential","Discard","Restricted.Islands","India.Checklist.Common.Name","India.Checklist.Scientific.Name","BLI.Common.Name","BLI.Scientific.Name","IUCN.Category","WPA.Schedule","CITES.Appendix","CMS.Appendix","Onepercent.Estimates","Long.Term.Analysis","Current.Analysis","Selected.SoIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km.latestyear","mean5km","ci5km","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","proj2025.lci","proj2025.mean","proj2025.rci","proj2026.lci","proj2026.mean","proj2026.rci","proj2027.lci","proj2027.mean","proj2027.rci","proj2028.lci","proj2028.mean","proj2028.rci","proj2029.lci","proj2029.mean","proj2029.rci","proj2030.lci","proj2030.mean","proj2030.rci","proj2031.lci","proj2031.mean","proj2031.rci","proj2032.lci","proj2032.mean","proj2032.rci","rangemean","rangelci","rangerci"
"Persian Shearwater","Puffinus persicus","pershe1","Procellariiformes","Procellariidae (Shearwaters and Petrels)",NA,NA,NA,NA,"24 hour","Diurnal","Omnivore","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Persian Shearwater","Puffinus persicus","Persian Shearwater","Puffinus persicus","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asian Openbill","Anastomus oscitans","asiope1","Ciconiiformes","Ciconiidae (Storks)","Low","Stable","Strong Decline","Very Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Resident",NA,NA,NA,"Asian Openbill","Anastomus oscitans","Asian Openbill","Anastomus oscitans","Least Concern","Schedule-II","","",3000,"X","X","X",289,0.0380622837370242,0.41522491349481,0.591695501730104,10.8581314878893,0.671903041423529,103.670671603415,158.922765085691,246.239082192645,-4.37440125460903,-2.74844551574609,-1.12248977688315,55.0493278577584,66.6317975195843,80.7753937238585,52.0206359035299,64.7281805604931,80.7026796261326,49.1300748606352,62.8851624652195,80.699257969054,46.3835788911843,61.1006613390656,80.7471166004664,43.7812092961035,59.3726714202425,80.8348993098309,41.3198386620775,57.6992601432248,80.9551707280991,38.9946173819288,56.078565320744,81.102902294445,36.7998019256792,54.5087924394323,81.2745996761214,237121,236937,237305
"African Openbill","Anastomus lamelligerus","afrope1","Ciconiiformes","Ciconiidae (Storks)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Uncertain",NA,NA,NA,"African Openbill","Anastomus lamelligerus","African Openbill","Anastomus lamelligerus","Least Concern","Recent addition","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black Stork","Ciconia nigra","blasto1","Ciconiiformes","Ciconiidae (Storks)","Moderate","Uncertain","Strong Decline","Moderate","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Black Stork","Ciconia nigra","Black Stork","Ciconia nigra","Least Concern","Schedule-II","Appendix II","Appendix II",100,"","X","X",92,NA,0.217391304347826,0.358695652173913,13.804347826087,1.15405351827714,NA,NA,NA,-7.11364939090972,-4.28105657474982,-1.44846375858991,61.8127223057752,104.630344577217,179.09147480272,54.6338311773629,99.788710694351,184.947506167422,48.2288081502878,95.2296846668954,191.579070513565,42.5479706704099,90.9348101863515,198.933163855167,37.5273270672354,86.8869500376134,206.9935294872,33.0997138298901,83.0701851722223,215.767178515797,29.2001127905313,79.4697219496555,225.277151877573,25.768057350582,76.0718068543452,235.558561965107,88089,87785,88393
"Asian Woolly-necked Stork","Ciconia episcopus","wonsto1","Ciconiiformes","Ciconiidae (Storks)","Low","Stable","Moderate Decline","Very Large","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","Non-endemic","Open Habitat","Resident",NA,NA,NA,"Asian Woolly-necked Stork","Ciconia episcopus","Asian Woollyneck","Ciconia episcopus","Near Threatened","Schedule-II","","",250,"X","X","X",323,0.0526315789473684,0.360681114551084,0.529411764705882,10.3095975232198,0.63709875492298,25.5503652882756,37.6970807351157,56.8475470803553,-6.08008370711017,-4.46610654530818,-2.85212938350619,41.8284770308506,50.8419734781633,61.9275870845336,38.5339271915356,48.1760792261109,60.3968880381151,35.4800971949626,45.657076610695,58.9599172243988,32.6584699342152,43.2765328966449,57.5986124799687,30.0565712206481,41.0265166291784,56.3011297470534,27.6603248069554,38.8995669203272,55.0592883323194,25.4552779051403,36.8886646680248,53.8671637769337,23.4272443435144,34.9872055833915,52.7202795180838,273054,272858,273250
"White Stork","Ciconia ciconia","whisto1","Ciconiiformes","Ciconiidae (Storks)",NA,NA,NA,NA,"24 hour","24 hour","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"White Stork","Ciconia ciconia","White Stork","Ciconia ciconia","Least Concern","Schedule-I","","Appendix II",NA,"","","",5,0.2,0.2,NA,13,7.4118067972661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black-necked Stork","Ephippiorhynchus asiaticus","blnsto1","Ciconiiformes","Ciconiidae (Storks)","Moderate","Uncertain","Strong Decline","Moderate","24 hour","24 hour","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Resident",NA,NA,NA,"Black-necked Stork","Ephippiorhynchus asiaticus","Black-necked Stork","Ephippiorhynchus asiaticus","Least Concern","Schedule-II","","",10,"","","X",3,NA,0.333333333333333,NA,16.3333333333333,5.58208244694079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2097,2030,2164
"Lesser Adjutant","Leptoptilos javanicus","lesadj1","Ciconiiformes","Ciconiidae (Storks)","Moderate","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Resident & Local Migrant",NA,NA,NA,"Lesser Adjutant","Leptoptilos javanicus","Lesser Adjutant","Leptoptilos javanicus","Near Threatened","Schedule-I","","",50,"","","X",14,NA,0.241071428571429,0.357142857142857,16.8571428571429,2.95508948191994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9558,9495,9621
"Greater Adjutant","Leptoptilos dubius","greadj1","Ciconiiformes","Ciconiidae (Storks)","High","Data Deficient","Data Deficient","Moderate","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","Non-endemic","Open Habitat","Resident",1,NA,NA,"Greater Adjutant","Leptoptilos dubius","Greater Adjutant","Leptoptilos dubius","Near Threatened","Schedule-I","","",7,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Painted Stork","Mycteria leucocephala","paisto1","Ciconiiformes","Ciconiidae (Storks)","Moderate","Uncertain","Uncertain","Very Large","24 hour","24 hour","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Resident",NA,NA,NA,"Painted Stork","Mycteria leucocephala","Painted Stork","Mycteria leucocephala","Least Concern","Schedule-II","Appendix I","",250,"","X","X",285,0.0456140350877193,0.401315789473684,0.568421052631579,10.7578947368421,0.673048549255338,NA,NA,NA,-2.37423997897115,-0.205421482126314,1.96339701471852,75.3858545858784,89.8755650728963,107.321137339566,73.3930582278166,89.7476593477152,109.976070314336,71.4178387480505,89.6307908563965,112.788640021315,69.4759200963375,89.5249184981404,115.743715297152,67.5763160517431,89.4300049017272,118.833149598532,65.7241157475684,89.3460164069838,122.052996032788,63.9220331912705,89.2729230482912,125.401958966488,62.1713025547408,89.2106985401242,128.880500435808,247497,247306,247688
"Lesser Frigatebird","Fregata ariel","lesfri","Suliformes","Fregatidae (Frigatebirds)",NA,NA,NA,NA,"Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Uncertain",NA,1,NA,"Lesser Frigatebird","Fregata ariel","Lesser Frigatebird","Fregata ariel","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Great Frigatebird","Fregata minor","grefri","Suliformes","Fregatidae (Frigatebirds)",NA,NA,NA,NA,"Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Uncertain",NA,1,NA,"Great Frigatebird","Fregata minor","Great Frigatebird","Fregata minor","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Christmas Island Frigatebird","Fregata andrewsi","chifri1","Suliformes","Fregatidae (Frigatebirds)",NA,NA,NA,NA,"Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Uncertain",NA,1,NA,"Christmas Island Frigatebird","Fregata andrewsi","Christmas Island Frigatebird","Fregata andrewsi","Vulnerable","Schedule-I","Appendix I","Appendix I",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red-footed Booby","Sula sula","refboo","Suliformes","Sulidae (Boobies and Gannets)",NA,NA,NA,NA,"24 hour","24 hour","Omnivore","No","No","No","Non-endemic","Wetland","Uncertain",NA,1,NA,"Red-footed Booby","Sula sula","Red-footed Booby","Sula sula","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown Booby","Sula leucogaster","brnboo","Suliformes","Sulidae (Boobies and Gannets)",NA,NA,NA,NA,"24 hour","24 hour","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Uncertain",NA,1,NA,"Brown Booby","Sula leucogaster","Brown Booby","Sula leucogaster","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Masked Booby","Sula dactylatra","masboo","Suliformes","Sulidae (Boobies and Gannets)",NA,NA,NA,NA,"Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Masked Booby","Sula dactylatra","Masked Booby","Sula dactylatra","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oriental Darter","Anhinga melanogaster","darter2","Suliformes","Anhingidae (Anhingas)","Low","Uncertain","Moderate Decline","Very Large","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Resident",NA,NA,NA,"Oriental Darter","Anhinga melanogaster","Oriental Darter","Anhinga melanogaster","Least Concern","Schedule-II","","",40,"","","X",193,0.00518134715025907,0.300518134715026,0.518134715025907,11.3782383419689,0.83982624321117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181614,181400,181828
"Little Cormorant","Microcarbo niger","litcor1","Suliformes","Phalacrocoracidae (Cormorants and Shags)","Low","Stable","Strong Decline","Very Large","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Resident",NA,NA,NA,"Little Cormorant","Microcarbo niger","Little Cormorant","Microcarbo niger","Least Concern","Schedule-II","","",2500,"X","X","X",427,0.063231850117096,0.5,0.707259953161593,9.44262295081967,0.539646222566406,183.150643041843,226.842770629629,284.75908122582,-0.0960577420588981,0.74605265858692,1.58816305923274,94.3742052275398,101.101487292843,108.333040530139,94.1252236413829,101.846670429817,110.234554918547,93.854577379651,102.598978996652,112.201032040028,93.5699668064742,103.358490668663,114.225583842886,93.2762821266199,104.125284066592,116.304151302862,92.9767474586661,104.899438769166,118.434360775491,92.6735597134994,105.68103532583,120.614885553506,92.3682592327872,106.470155269664,122.845075674907,300142,300060,300224
"Great Cormorant","Phalacrocorax carbo","grecor","Suliformes","Phalacrocoracidae (Cormorants and Shags)","Low","Stable","Uncertain","Moderate","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Resident & Winter Migrant",NA,NA,NA,"Great Cormorant","Phalacrocorax carbo","Great Cormorant","Phalacrocorax carbo","Least Concern","Schedule-II","","",1000,"","X","X",215,0.0186046511627907,0.359302325581395,0.581395348837209,11.1162790697674,0.779112081039404,NA,NA,NA,-1.19107126534151,2.81818329815205,6.8274378616456,81.4957521181723,104.450995018336,134.284593156626,80.4477306337448,106.861890080122,142.523053521406,79.3623873172068,109.351358584312,151.451601555432,78.2643749283268,111.922282738137,161.089078163034,77.1689047744571,114.577663779707,171.467361840456,76.0855991984851,117.320627301883,182.627801648792,75.0206489080774,120.154428831983,194.619369898543,73.9780666386187,123.082459680383,207.497745183349,191822,191634,192010
"Indian Cormorant","Phalacrocorax fuscicollis","indcor1","Suliformes","Phalacrocoracidae (Cormorants and Shags)","Low","Moderate Increase","Strong Decline","Very Large","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Resident",1,NA,NA,"Indian Cormorant","Phalacrocorax fuscicollis","Indian Cormorant","Phalacrocorax fuscicollis","Least Concern","Schedule-II","","",300,"","X","X",303,0.0363036303630363,0.407178217821782,0.554455445544555,10.7062706270627,0.667116674522684,NA,NA,NA,-2.90164914517784,-1.58939399809626,-0.277138851014682,62.7121220327679,72.6408978380938,84.2132443702374,60.4430148092805,71.5183773350546,84.7176419736004,58.2281218083755,70.4169499355297,85.2787244453889,56.0771514508443,69.3361704548353,85.882840747999,53.9949218685597,68.2756040304506,86.5214150682527,51.9834304814008,67.2348258634489,87.1888691987053,50.0430000913047,66.2134209668524,87.8814687827574,48.1729381173174,65.2109839207124,88.596656781604,271737,271545,271929
"Great White Pelican","Pelecanus onocrotalus","grwpel1","Pelecaniformes","Pelecanidae (Pelicans)","Low","Uncertain","Uncertain","Moderate","24 hour","24 hour","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Great White Pelican","Pelecanus onocrotalus","Great White Pelican","Pelecanus onocrotalus","Least Concern","Schedule-II","","Appendix I",210,"","","X",1,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Spot-billed Pelican","Pelecanus philippensis","spbpel1","Pelecaniformes","Pelecanidae (Pelicans)","Moderate","Uncertain","Uncertain","Moderate","24 hour","24 hour","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Resident",NA,NA,NA,"Spot-billed Pelican","Pelecanus philippensis","Spot-billed Pelican","Pelecanus philippensis","Near Threatened","Schedule-II","","",100,"","","X",3,0.333333333333333,0.333333333333333,NA,14.3333333333333,8.56838633842128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,1151,1249
"Dalmatian Pelican","Pelecanus crispus","dalpel1","Pelecaniformes","Pelecanidae (Pelicans)","Moderate","Data Deficient","Uncertain","Moderate","24 hour","24 hour","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Dalmatian Pelican","Pelecanus crispus","Dalmatian Pelican","Pelecanus crispus","Near Threatened","Schedule-II","Appendix I","Appendix I",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eurasian Bittern","Botaurus stellaris","grebit1","Pelecaniformes","Ardeidae (Herons, Egrets, and Bitterns)",NA,NA,NA,NA,"24 hour","Diurnal","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Great Bittern","Botaurus stellaris","Eurasian Bittern","Botaurus stellaris","Least Concern","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black Bittern","Botaurus flavicollis","blabit1","Pelecaniformes","Ardeidae (Herons, Egrets, and Bitterns)","Moderate","Uncertain","Strong Decline","Moderate","24 hour","24 hour","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Resident & Local Migrant",NA,NA,NA,"Black Bittern","Botaurus flavicollis","Black Bittern","Ixobrychus flavicollis","Least Concern","Schedule-II","","",1000,"","","X",61,0.0163934426229508,0.272540983606557,0.475409836065574,14.0491803278689,1.22721075260113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53481,53242,53720
"Cinnamon Bittern","Botaurus cinnamomeus","cinbit1","Pelecaniformes","Ardeidae (Herons, Egrets, and Bitterns)","High","Strong Decline","Strong Decline","Moderate","24 hour","24 hour","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Resident & Local Migrant",NA,NA,NA,"Cinnamon Bittern","Botaurus cinnamomeus","Cinnamon Bittern","Ixobrychus cinnamomeus","Least Concern","Schedule-I","","",10000,"","X","X",109,0.018348623853211,0.30848623853211,0.44954128440367,14.7155963302752,0.963406894359306,NA,NA,NA,-3.65127903308094,0.197407838603166,4.04609471028727,92.931851919956,127.7244566895,176.323462450719,89.2463401420042,128.445377657165,185.941831512428,85.6403474576093,129.219286497267,196.432200490864,82.1466155369941,130.047032305283,207.804851964001,78.7819233702955,130.929532616493,220.091672700733,75.5538838705096,131.867774847647,233.339729963512,72.4647137398696,132.862817877155,247.607919603568,69.5134000110908,133.915793766544,262.965266233207,70657,70325,70989
"Little Bittern","Botaurus minutus","litbit1","Pelecaniformes","Ardeidae (Herons, Egrets, and Bitterns)",NA,NA,NA,NA,"24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Summer Migrant & Localized Winter Migrant",NA,NA,NA,"Little Bittern","Botaurus minutus","Common Little Bittern","Ixobrychus minutus","Least Concern","Schedule-II","","Appendix II",250,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yellow Bittern","Botaurus sinensis","yelbit","Pelecaniformes","Ardeidae (Herons, Egrets, and Bitterns)","Low","Uncertain","Uncertain","Moderate","24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Resident & Local Migrant",NA,NA,NA,"Yellow Bittern","Botaurus sinensis","Yellow Bittern","Ixobrychus sinensis","Least Concern","Schedule-II","","",NA,"","","X",90,0.0222222222222222,0.269444444444444,0.466666666666667,14.1333333333333,1.14893533955654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62231,61988,62474
"Black-crowned Night Heron","Nycticorax nycticorax","bcnher","Pelecaniformes","Ardeidae (Herons, Egrets, and Bitterns)","Low","Stable","Uncertain","Very Large","24 hour","24 hour","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Resident",NA,NA,NA,"Black-crowned Night Heron","Nycticorax nycticorax","Black-crowned Night Heron","Nycticorax nycticorax","Least Concern","Schedule-II","","",1200,"","X","X",200,0.05,0.315,0.475,12.425,0.80542933711495,NA,NA,NA,-1.20313777255778,1.3870816318968,3.97730103635138,92.2753979713508,108.394317836792,127.508073067399,91.4120608317303,109.909920691035,132.395055421041,90.5170399640867,111.461867040359,137.577279390393,89.6082937138212,113.051115485653,143.047746874151,88.6970303213579,114.678654610107,148.806853139117,87.7904595521575,116.345504004082,154.859669840418,86.8933310846976,118.052715328462,161.214443438863,86.0088276501155,119.801373418027,167.881741156772,186046,185817,186275
"Malayan Night Heron","Gorsachius melanolophus","manher1","Pelecaniformes","Ardeidae (Herons, Egrets, and Bitterns)","Moderate","Data Deficient","Data Deficient","Moderate","24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Forest","Summer Migrant & Localized Winter Migrant",NA,NA,NA,"Malayan Night Heron","Gorsachius melanolophus","Malay Night Heron","Gorsachius melanolophus","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pacific Reef-Heron","Egretta sacra","pacreh1","Pelecaniformes","Ardeidae (Herons, Egrets, and Bitterns)",NA,NA,NA,NA,"24 hour","24 hour","Omnivore","No","No","No","Non-endemic","Wetland","Resident",NA,NA,1,"Pacific Reef-Egret","Egretta sacra","Pacific Reef-egret","Egretta sacra","Least Concern","Schedule-II","","",10000,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinese Egret","Egretta eulophotes","chiegr","Pelecaniformes","Ardeidae (Herons, Egrets, and Bitterns)",NA,NA,NA,NA,"No information","No information","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Chinese Egret","Egretta eulophotes","Chinese Egret","Egretta eulophotes","Vulnerable","Schedule-II","","Appendix I",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Little Egret","Egretta garzetta","litegr","Pelecaniformes","Ardeidae (Herons, Egrets, and Bitterns)","Low","Stable","Strong Decline","Very Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Resident",NA,NA,NA,"Little Egret","Egretta garzetta","Little Egret","Egretta garzetta","Least Concern","Schedule-II","","",1400,"X","X","X",422,0.0805687203791469,0.479265402843602,0.670616113744076,9.3957345971564,0.550102842364612,87.9378722889107,108.950830404916,134.561561471369,-1.17769263664569,0.154916902834698,1.48752644231509,83.2602332361914,92.9133394784989,103.743306809105,82.0775418324144,93.0609125532313,105.591050368714,80.8826510672214,93.2126004834248,107.522290564679,79.6867844147339,93.3684242675643,109.526376841314,78.4968872614675,93.5284054680113,111.596979950126,77.3173763147888,93.6925662164398,113.730343087214,76.1511149824597,93.8609292194081,115.924307094353,74.9999785010884,94.0335177640683,118.177745946565,303647,303567,303727
"Western Reef-Heron","Egretta gularis","werher","Pelecaniformes","Ardeidae (Herons, Egrets, and Bitterns)","Low","Uncertain","Uncertain","Moderate","24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Resident & Local Migrant",NA,NA,NA,"Western Reef-Egret","Egretta gularis","Western Reef-egret","Egretta gularis","Least Concern","Schedule-II","","",250,"","X","X",63,0.142857142857143,0.422619047619048,0.571428571428571,14.1269841269841,1.56522015633383,NA,NA,NA,-8.15769665772881,-4.11662560743927,-0.0755545571497214,40.3730246813254,58.3784201447112,85.2201882698042,36.5257371953882,55.6756716971038,85.929313315303,33.0338864061427,53.1411076318971,86.8564136694704,29.8787067326628,50.763049610862,87.9700208438578,27.0349092536145,48.5307113273348,89.2522218647958,24.4752849933833,46.4341255125811,90.6932276964704,22.1729701399826,44.4640772644034,92.2883946510897,20.1025296043752,42.6120431248153,94.036527028542,29855,29855,29855
"White-eared Night Heron","Oroanassa magnifica","wenher1","Pelecaniformes","Ardeidae (Herons, Egrets, and Bitterns)",NA,NA,NA,NA,"24 hour","24 hour","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Uncertain",NA,1,NA,"White-eared Night Heron","Oroanassa magnifica","White-eared Night Heron","Oroanassa magnifica","Near Threatened","Schedule-I","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Striated Heron","Butorides atricapilla","strher","Pelecaniformes","Ardeidae (Herons, Egrets, and Bitterns)","Low","Stable","Uncertain","Large","24 hour","24 hour","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Resident",NA,NA,NA,"Striated Heron","Butorides atricapilla","Green-backed Heron","Butorides atricapilla","Least Concern","Schedule-II","","",250,"","X","X",139,0.0287769784172662,0.276978417266187,0.431654676258993,13.3741007194245,0.942821609301117,NA,NA,NA,-4.00134975146039,-1.04527143490898,1.91080688164244,85.5680889443892,116.189561743979,158.486498142423,81.2372502267521,115.283799892549,164.576377631984,77.0651429255608,114.415838718615,171.167091794833,73.0762206450468,113.584985686292,178.2359593672,69.2801322484912,112.79058181003,185.77792193906,65.6782426391421,112.032000740155,193.799025088796,62.2672218454075,111.308647895412,202.312846723128,59.0410884862039,110.619959640832,211.33848657325,173113,172788,173438
