"eBird.English.Name.2022","eBird.Scientific.Name.2022","eBird.Code","Order","Family","SOIB.Concern.Status","SOIB.Long.Term.Status","SOIB.Current.Status","SOIB.Range.Status","Breeding.Activity.Period","Non.Breeding.Activity.Period","Diet.Guild","India.Endemic","Subcontinent.Endemic","Himalayas.Endemic","Endemic.Region","Habitat.Specialization","Migratory.Status.Within.India","Essential","Discard","Restricted.Islands","India.Checklist.Common.Name","India.Checklist.Scientific.Name","BLI.Common.Name","BLI.Scientific.Name","IUCN.Category","WPA.Schedule","CITES.Appendix","CMS.Appendix","Onepercent.Estimates","Long.Term.Analysis","Current.Analysis","Selected.SOIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km2022","mean5km","ci5km","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","proj2023.lci","proj2023.mean","proj2023.rci","proj2024.lci","proj2024.mean","proj2024.rci","proj2025.lci","proj2025.mean","proj2025.rci","proj2026.lci","proj2026.mean","proj2026.rci","proj2027.lci","proj2027.mean","proj2027.rci","proj2028.lci","proj2028.mean","proj2028.rci","proj2029.lci","proj2029.mean","proj2029.rci","rangemean","rangelci","rangerci"
"White-bellied Erpornis","Erpornis zantholeuca","whbyuh1","Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Resident",NA,NA,NA,"White-bellied Erpornis","Erpornis zantholeuca","White-bellied Erpornis","Erpornis zantholeuca","Least Concern","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mangrove Whistler","Pachycephala cinerea","manwhi1","Passeriformes","Pachycephalidae (Whistlers and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","Wetland","Resident",NA,NA,NA,"Mangrove Whistler","Pachycephala cinerea","Mangrove Whistler","Pachycephala cinerea","Least Concern","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eurasian Golden Oriole","Oriolus oriolus","eugori2","Passeriformes","Oriolidae (Old World Orioles)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","None","None","Uncertain",NA,1,NA,"Eurasian Golden Oriole","Oriolus oriolus","Eurasian Golden Oriole","Oriolus oriolus","Least Concern","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indian Golden Oriole","Oriolus kundoo","ingori1","Passeriformes","Oriolidae (Old World Orioles)","Low","Stable","Uncertain","Large","Diurnal","Diurnal","Omnivore","No","No","No","None","None","Within-India Migrant",1,NA,NA,"Indian Golden Oriole","Oriolus kundoo","Indian Golden Oriole","Oriolus kundoo","Least Concern","Schedule-II","","Appendix II",NA,"","X","X",121,0.0247933884297521,0.296487603305785,0.462809917355372,6.56198347107438,0.839503203651753,NA,NA,NA,-0.438123655648032,2.93555970703247,6.30924306971297,62.8400327548448,99.9100079738541,159.366768708844,60.1472795956073,103.923897185653,180.379029111869,57.4492850579229,108.115649660129,204.705494451411,54.8030288764493,112.493764368147,232.737252095878,52.2380368421831,117.067173244134,264.962376435345,49.7692937743615,121.845264507587,301.963496126787,47.4037140219945,126.837907304701,344.423445369684,4.926,4.926,4.926
"Black-naped Oriole","Oriolus chinensis","blnori1","Passeriformes","Oriolidae (Old World Orioles)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Fruit & Nect","No","No","No","None","Forest & Plantation","Winter Migrant",NA,NA,NA,"Black-naped Oriole","Oriolus chinensis","Black-naped Oriole","Oriolus chinensis","Least Concern","Schedule-II","","Appendix II",NA,"","","X",37,NA,0.277027027027027,0.432432432432432,9.86486486486486,1.62210359203922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.143,3.119,3.167
"Slender-billed Oriole","Oriolus tenuirostris","slbori1","Passeriformes","Oriolidae (Old World Orioles)",NA,NA,NA,NA,"Diurnal","Diurnal","Fruit & Nect","No","No","No","None","Forest & Plantation","Summer Migrant & Localized Winter Migrant",1,NA,NA,"Slender-billed Oriole","Oriolus tenuirostris","Slender-billed Oriole","Oriolus tenuirostris","Least Concern","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black-hooded Oriole","Oriolus xanthornus","blhori1","Passeriformes","Oriolidae (Old World Orioles)","Low","Stable","Uncertain","Large","Diurnal","Diurnal","Fruit & Nect","No","No","No","None","Forest & Plantation","Resident & Local Migrant",NA,NA,NA,"Black-hooded Oriole","Oriolus xanthornus","Black-hooded Oriole","Oriolus xanthornus","Least Concern","Schedule-II","","Appendix II",NA,"","X","X",144,0.0138888888888889,0.328993055555556,0.5,5.75694444444444,0.726927725523201,NA,NA,NA,-3.83560958998563,-2.05103972731808,-0.266469864650535,75.5867045161488,93.9077000480446,116.80051658043,71.1070272547385,91.8509726095606,118.832216960225,66.8279527214354,89.84716665132,121.048557278457,62.7699733523946,87.8947725308965,123.410280233181,58.9376446011224,85.9923271500531,125.895562170491,55.3275718543927,84.1384124284377,128.491930535795,51.9323350420944,82.3316538299268,131.192250703591,6.936,6.925,6.947
"Maroon Oriole","Oriolus traillii","marori2","Passeriformes","Oriolidae (Old World Orioles)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Fruit & Nect","No","No","No","None","Forest","Resident & Local Migrant",NA,NA,NA,"Maroon Oriole","Oriolus traillii","Maroon Oriole","Oriolus traillii","Least Concern","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ashy Woodswallow","Artamus fuscus","ashwoo2","Passeriformes","Artamidae (Woodswallows, Bellmagpies, and Allies)","Moderate","Stable","Strong Decline","Large","Diurnal","Diurnal","Invertebrate","No","No","No","None","None","Resident",NA,NA,NA,"Ashy Woodswallow","Artamus fuscus","Ashy Woodswallow","Artamus fuscus","Least Concern","Schedule-II","","Appendix II",NA,"","","X",52,0.0384615384615385,0.209134615384615,0.269230769230769,7.30769230769231,1.32341568499801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.465,4.446,4.484
"White-breasted Woodswallow","Artamus leucorynchus","whbwoo4","Passeriformes","Artamidae (Woodswallows, Bellmagpies, and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","None","Resident",NA,NA,1,"White-breasted Woodswallow","Artamus leucorynchus","White-breasted Woodswallow","Artamus leucoryn","Least Concern","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malabar Woodshrike","Tephrodornis sylvicola","malwoo1","Passeriformes","Vangidae (Vangas, Helmetshrikes, and Allies)","Moderate","Strong Decline","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","Yes","Yes","No","Western Ghats","Forest","Resident",NA,NA,NA,"Malabar Woodshrike","Tephrodornis sylvicola","Malabar Woodshrike","Tephrodornis sylvicola","Least Concern","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Large Woodshrike","Tephrodornis virgatus","larwoo1","Passeriformes","Vangidae (Vangas, Helmetshrikes, and Allies)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Resident",NA,NA,NA,"Large Woodshrike","Tephrodornis virgatus","Large Woodshrike","Tephrodornis virgatus","Least Concern","Schedule-II","","Appendix II",NA,"","","X",12,NA,0.285714285714286,0.583333333333333,7.91666666666667,2.40605024423385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.095,1.072,1.118
"Common Woodshrike","Tephrodornis pondicerianus","comwoo1","Passeriformes","Vangidae (Vangas, Helmetshrikes, and Allies)","High","Strong Decline","Strong Decline","Very Large","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest & Plantation","Resident",1,NA,NA,"Common Woodshrike","Tephrodornis pondicerianus","Common Woodshrike","Tephrodornis pondicerianus","Least Concern","Schedule-II","","Appendix II",NA,"","","X",61,0.0163934426229508,0.204918032786885,0.442622950819672,6.73770491803279,1.3309950543903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.395,6.378,6.412
"Bar-winged Flycatcher-shrike","Hemipus picatus","bwfshr1","Passeriformes","Vangidae (Vangas, Helmetshrikes, and Allies)","Moderate","Moderate Decline","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Resident",NA,NA,NA,"Bar-winged Flycatcher-shrike","Hemipus picatus","Bar-winged Flycatcher-shrike","Hemipus picatus","Least Concern","Schedule-II","","Appendix II",NA,"","","X",6,NA,0.333333333333333,0.333333333333333,5.5,3.30886083116229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.509,0.498,0.52
"Common Iora","Aegithina tiphia","comior1","Passeriformes","Aegithinidae (Ioras)","Moderate","Moderate Decline","Moderate Decline","Very Large","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest & Plantation","Resident",NA,NA,NA,"Common Iora","Aegithina tiphia","Common Iora","Aegithina tiphia","Least Concern","Schedule-II","","",NA,"","","X",112,0.0178571428571429,0.261160714285714,0.464285714285714,6.4375,0.902790437656671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.053,8.038,8.068
"White-tailed Iora","Aegithina nigrolutea","whtior1","Passeriformes","Aegithinidae (Ioras)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","Yes","No","Indian Subcontinent","Forest","Resident",NA,NA,NA,"Marshall's Iora","Aegithina nigrolutea","Marshall's Iora","Aegithina nigrolutea","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White-throated Fantail","Rhipidura albicollis","whtfan1","Passeriformes","Rhipiduridae (Fantails)","Low","Uncertain","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest & Plantation","Resident & Altitudinal Migrant",NA,NA,NA,"White-throated Fantail","Rhipidura albicollis","White-throated Fantail","Rhipidura albicollis","Least Concern","Schedule-II","","Appendix II",NA,"","","X",30,NA,0.245833333333333,0.5,8.43333333333333,2.0964668106418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.939,2.919,2.959
"Spot-breasted Fantail","Rhipidura albogularis","spbfan1","Passeriformes","Rhipiduridae (Fantails)","Low","Uncertain","Strong Increase","Large","Diurnal","Diurnal","Invertebrate","Yes","Yes","No","Mainland India","Forest & Plantation","Resident",NA,NA,NA,"Spot-breasted Fantail","Rhipidura albogularis","White-spotted Fantail","Rhipidura albogularis","Least Concern","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White-browed Fantail","Rhipidura aureola","whbfan2","Passeriformes","Rhipiduridae (Fantails)","Low","Stable","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest & Plantation","Resident & Altitudinal Migrant",NA,NA,NA,"White-browed Fantail","Rhipidura aureola","White-browed Fantail","Rhipidura aureola","Least Concern","Schedule-II","","Appendix II",NA,"","","X",13,NA,0.263736263736264,0.230769230769231,5,2.16306999305889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.594,1.582,1.606
"Black Drongo","Dicrurus macrocercus","bladro1","Passeriformes","Dicruridae (Drongos)","Low","Stable","Moderate Decline","Very Large","Diurnal","Diurnal","Omnivore","No","No","No","None","Open Habitat","Resident & Local Migrant",NA,NA,NA,"Black Drongo","Dicrurus macrocercus","Black Drongo","Dicrurus macrocercus","Least Concern","Schedule-II","","",NA,"","","X",194,0.0309278350515464,0.381443298969072,0.56701030927835,5.13917525773196,0.612064057578308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.518,8.518,8.518
"Ashy Drongo","Dicrurus leucophaeus","ashdro1","Passeriformes","Dicruridae (Drongos)","Low","Stable","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest & Plantation","Within-India Migrant",NA,NA,NA,"Ashy Drongo","Dicrurus leucophaeus","Ashy Drongo","Dicrurus leucophaeus","Least Concern","Schedule-II","","",NA,"","","X",40,0.025,0.28125,0.425,9.45,1.81512107387373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,3.189,3.211
"White-bellied Drongo","Dicrurus caerulescens","whbdro1","Passeriformes","Dicruridae (Drongos)","Moderate","Stable","Strong Decline","Large","Diurnal","Diurnal","Invertebrate","No","Yes","No","Indian Subcontinent","Forest & Plantation","Resident",NA,NA,NA,"White-bellied Drongo","Dicrurus caerulescens","White-bellied Drongo","Dicrurus caerulescens","Least Concern","Schedule-II","","",NA,"","","X",64,NA,0.23046875,0.4375,6.09375,1.17353343760059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.139,6.122,6.156
"Crow-billed Drongo","Dicrurus annectens","crbdro1","Passeriformes","Dicruridae (Drongos)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Summer Migrant",NA,NA,NA,"Crow-billed Drongo","Dicrurus annectens","Crow-billed Drongo","Dicrurus annectens","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bronzed Drongo","Dicrurus aeneus","brodro1","Passeriformes","Dicruridae (Drongos)","Low","Stable","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Resident",NA,NA,NA,"Bronzed Drongo","Dicrurus aeneus","Bronzed Drongo","Dicrurus aeneus","Least Concern","Schedule-II","","",NA,"","","X",30,NA,0.283333333333333,0.466666666666667,7.7,2.08266067669529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.76,2.744,2.776
"Lesser Racket-tailed Drongo","Dicrurus remifer","lrtdro1","Passeriformes","Dicruridae (Drongos)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Resident & Local Migrant",NA,NA,NA,"Lesser Racket-tailed Drongo","Dicrurus remifer","Lesser Racquet-tailed Drongo","Dicrurus remifer","Least Concern","Schedule-II","","",NA,"","","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058,0.058,0.058
"Hair-crested Drongo","Dicrurus hottentottus","hacdro1","Passeriformes","Dicruridae (Drongos)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Omnivore","No","No","No","None","Forest & Plantation","Resident & Winter Migrant",NA,NA,NA,"Hair-crested Drongo","Dicrurus hottentottus","Hair-crested Drongo","Dicrurus hottentottus","Least Concern","Schedule-II","","",NA,"","","X",27,NA,0.263888888888889,0.407407407407407,8.44444444444444,2.14486236572448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.378,1.362,1.394
"Andaman Drongo","Dicrurus andamanensis","anddro1","Passeriformes","Dicruridae (Drongos)","Moderate","Data Deficient","Uncertain","Restricted","Diurnal","Diurnal","Invertebrate","No","No","No","Andaman Islands","Forest","Resident",NA,NA,1,"Andaman Drongo","Dicrurus andamanensis","Andaman Drongo","Dicrurus andamanensis","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greater Racket-tailed Drongo","Dicrurus paradiseus","grtdro1","Passeriformes","Dicruridae (Drongos)","Moderate","Moderate Decline","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Resident",NA,NA,NA,"Greater Racket-tailed Drongo","Dicrurus paradiseus","Greater Racquet-tailed Drongo","Dicrurus paradiseus","Least Concern","Schedule-II","","",NA,"","","X",33,NA,0.189393939393939,0.454545454545455,6.57575757575758,1.77499957966342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.012,3,3.024
"Black-naped Monarch","Hypothymis azurea","blnmon1","Passeriformes","Monarchidae (Monarch Flycatchers)","Moderate","Moderate Decline","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest & Plantation","Resident & Within-India Migrant",NA,NA,NA,"Black-naped Monarch","Hypothymis azurea","Black-naped Monarch","Hypothymis azurea","Least Concern","Schedule-II","","Appendix II",NA,"","","X",60,0.0166666666666667,0.254166666666667,0.5,7.31666666666667,1.33283555397355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.067,3.053,3.081
"Amur Paradise-Flycatcher","Terpsiphone incei","amupaf1","Passeriformes","Monarchidae (Monarch Flycatchers)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Winter Migrant",NA,1,NA,"Amur Paradise-flycatcher","Terpsiphone incei","Chinese Paradise-flycatcher","Terpsiphone incei","Least Concern","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blyth's Paradise-Flycatcher","Terpsiphone affinis","blypaf1","Passeriformes","Monarchidae (Monarch Flycatchers)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Resident & Summer Migrant",NA,NA,NA,"Blyth's Paradise-flycatcher","Terpsiphone affinis","Oriental Paradise-flycatcher","Terpsiphone affinis","Least Concern","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indian Paradise-Flycatcher","Terpsiphone paradisi","aspfly1","Passeriformes","Monarchidae (Monarch Flycatchers)","Low","Stable","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest & Plantation","Resident & Within-India Migrant",1,NA,NA,"Indian Paradise-flycatcher","Terpsiphone paradisi","Indian Paradise-flycatcher","Terpsiphone paradisi","Least Concern","Schedule-II","","Appendix II",NA,"","","X",71,0.0140845070422535,0.262323943661972,0.366197183098592,7.38028169014085,1.23859366981788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.278,3.265,3.291
"Red-backed Shrike","Lanius collurio","rebshr1","Passeriformes","Laniidae (Shrikes)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","Open Habitat","Passage Migrant",NA,NA,NA,"Red-backed Shrike","Lanius collurio","Red-backed Shrike","Lanius collurio","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red-tailed Shrike","Lanius phoenicuroides","rutshr2","Passeriformes","Laniidae (Shrikes)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","Open Habitat","Passage Migrant",NA,NA,NA,"Red-tailed Shrike","Lanius phoenicuroides","Red-tailed Shrike","Lanius phoenicuroides","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isabelline Shrike","Lanius isabellinus","isashr1","Passeriformes","Laniidae (Shrikes)","Low","Uncertain","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","None","Open Habitat","Winter Migrant",NA,NA,NA,"Isabelline Shrike","Lanius isabellinus","Isabelline Shrike","Lanius isabellinus","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown Shrike","Lanius cristatus","brnshr","Passeriformes","Laniidae (Shrikes)","Low","Stable","Moderate Decline","Large","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest & Plantation","Winter Migrant",NA,NA,NA,"Brown Shrike","Lanius cristatus","Brown Shrike","Lanius cristatus","Least Concern","Schedule-II","","",NA,"","","X",102,0.0392156862745098,0.275735294117647,0.431372549019608,6.87254901960784,0.869049681921845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.362,8.346,8.378
"Burmese Shrike","Lanius collurioides","burshr1","Passeriformes","Laniidae (Shrikes)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","None","Winter Migrant & Localized Summer Migrant",NA,NA,NA,"Burmese Shrike","Lanius collurioides","Burmese Shrike","Lanius collurioides","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bay-backed Shrike","Lanius vittatus","babshr1","Passeriformes","Laniidae (Shrikes)","Moderate","Moderate Decline","Uncertain","Very Large","Diurnal","Diurnal","Invertebrate","No","No","No","None","Open Habitat","Resident & Local Migrant",1,NA,NA,"Bay-backed Shrike","Lanius vittatus","Bay-backed Shrike","Lanius vittatus","Least Concern","Schedule-II","","",NA,"","","X",13,NA,0.205128205128205,0.230769230769231,7.92307692307692,2.22437846736452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.196,1.185,1.207
"Long-tailed Shrike","Lanius schach","lotshr1","Passeriformes","Laniidae (Shrikes)","Moderate","Stable","Strong Decline","Large","Diurnal","Diurnal","Invertebrate","No","No","No","None","Open Habitat","Resident & Within-India Migrant",NA,NA,NA,"Long-tailed Shrike","Lanius schach","Long-tailed Shrike","Lanius schach","Least Concern","Schedule-II","","",NA,"","","X",76,0.0526315789473684,0.220394736842105,0.315789473684211,7.21052631578947,1.06870118529614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.291,5.278,5.304
"Gray-backed Shrike","Lanius tephronotus","gybshr1","Passeriformes","Laniidae (Shrikes)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","None","Open Habitat","Winter Migrant & Localized Summer Migrant",NA,NA,NA,"Grey-backed Shrike","Lanius tephronotus","Grey-backed Shrike","Lanius tephronotus","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Great Gray Shrike","Lanius excubitor","norshr1","Passeriformes","Laniidae (Shrikes)","High","Strong Decline","Moderate Decline","Moderate","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","Grassland","Resident & Winter Migrant",1,NA,NA,"Great Grey Shrike","Lanius excubitor","Great Grey Shrike","Lanius excubitor","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesser Gray Shrike","Lanius minor","legshr2","Passeriformes","Laniidae (Shrikes)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","Grassland","Uncertain",NA,1,NA,"Lesser Grey Shrike","Lanius minor","Lesser Grey Shrike","Lanius minor","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
