"eBird.English.Name.2024","SoIB.Major.Update.Long.Term.Status","SoIB.Major.Update.Current.Status","SoIB.Major.Update.Range.Status","SoIB.Major.Update.Priority.Status"
"Long-legged Buzzard",NA,NA,NA,NA
"Upland Buzzard",NA,NA,NA,NA
"Australasian Grass-Owl",NA,NA,NA,NA
"Eastern Barn Owl",NA,NA,NA,NA
"Andaman Masked-Owl",NA,NA,NA,NA
"Oriental Bay-Owl",NA,NA,NA,NA
"Sri Lanka Bay-Owl",NA,NA,NA,NA
"Andaman Scops-Owl",NA,NA,NA,NA
"Mountain Scops-Owl",NA,NA,NA,NA
"Indian Scops-Owl",NA,NA,NA,NA
"Collared Scops-Owl",NA,NA,NA,NA
"Nicobar Scops-Owl",NA,NA,NA,NA
"Eurasian Scops-Owl",NA,NA,NA,NA
"Pallid Scops-Owl",NA,NA,NA,NA
"Oriental Scops-Owl",NA,NA,NA,NA
"Eurasian Eagle-Owl",NA,NA,NA,NA
"Rock Eagle-Owl",NA,NA,NA,NA
"Spot-bellied Eagle-Owl",NA,NA,NA,NA
"Dusky Eagle-Owl","Insufficient Data","Insufficient Data",NA,"Moderate"
"Brown Fish-Owl","Stable","Rapid Decline",NA,"Moderate"
"Tawny Fish-Owl",NA,NA,NA,NA
"Buffy Fish-Owl",NA,NA,NA,NA
"Asian Barred Owlet","Stable","Stable",NA,"Low"
"Jungle Owlet","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Collared Owlet",NA,NA,NA,NA
"Spotted Owlet",NA,NA,NA,NA
"Little Owl",NA,NA,NA,NA
"Forest Owlet","Insufficient Data","Insufficient Data",NA,"High"
"Mottled Wood-Owl",NA,NA,NA,NA
"Brown Wood-Owl",NA,NA,NA,NA
"Tawny Owl",NA,NA,NA,NA
"Himalayan Owl",NA,NA,NA,NA
"Long-eared Owl",NA,NA,NA,NA
"Short-eared Owl",NA,NA,NA,NA
"Boreal Owl",NA,NA,NA,NA
"Andaman Boobook",NA,NA,NA,NA
"Brown Boobook",NA,NA,NA,NA
"Hume's Boobook",NA,NA,NA,NA
"Malabar Trogon","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Red-headed Trogon","Insufficient Data","Insufficient Data",NA,"Low"
"Ward's Trogon","Insufficient Data","Insufficient Data",NA,"Moderate"
"Eurasian Hoopoe","Decline","Trend Inconclusive",NA,"Moderate"
"Great Hornbill","Stable","Trend Inconclusive",NA,"Low"
"Brown Hornbill","Insufficient Data","Insufficient Data",NA,"Moderate"
"Indian Gray Hornbill","Increase","Stable",NA,"Low"
"Malabar Gray Hornbill","Trend Inconclusive","Stable",NA,"Low"
"Malabar Pied-Hornbill","Insufficient Data","Trend Inconclusive",NA,"Moderate"
"Oriental Pied-Hornbill","Trend Inconclusive","Stable",NA,"Low"
"Rufous-necked Hornbill","Trend Inconclusive","Trend Inconclusive",NA,"High"
"Wreathed Hornbill","Insufficient Data","Insufficient Data",NA,"High"
"Narcondam Hornbill",NA,NA,NA,NA
"Blyth's Kingfisher","Insufficient Data","Insufficient Data",NA,"Moderate"
"Common Kingfisher","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Blue-eared Kingfisher",NA,NA,NA,NA
"Black-backed Dwarf-Kingfisher",NA,NA,NA,NA
"Rufous-backed Dwarf-Kingfisher",NA,NA,NA,NA
"Brown-winged Kingfisher","Insufficient Data","Trend Inconclusive",NA,"High"
"Stork-billed Kingfisher","Trend Inconclusive","Stable",NA,"Low"
"Ruddy Kingfisher","Insufficient Data","Insufficient Data",NA,"Moderate"
"White-throated Kingfisher","Trend Inconclusive","Stable",NA,"Low"
"Black-capped Kingfisher","Insufficient Data","Trend Inconclusive",NA,"Moderate"
"Collared Kingfisher",NA,NA,NA,NA
"Crested Kingfisher","Insufficient Data","Trend Inconclusive",NA,"Low"
"Pied Kingfisher","Trend Inconclusive","Decline",NA,"Moderate"
"Blue-bearded Bee-eater","Stable","Trend Inconclusive",NA,"Low"
"Asian Green Bee-eater","Stable","Stable",NA,"Low"
"Blue-throated Bee-eater",NA,NA,NA,NA
"Blue-cheeked Bee-eater",NA,NA,NA,NA
"Blue-tailed Bee-eater","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"European Bee-eater",NA,NA,NA,NA
"Chestnut-headed Bee-eater","Stable","Stable",NA,"Low"
"European Roller","Insufficient Data","Insufficient Data",NA,"Low"
"Indian Roller","Decline","Decline",NA,"Moderate"
"Indochinese Roller","Insufficient Data","Trend Inconclusive",NA,"Low"
"Dollarbird","Insufficient Data","Trend Inconclusive",NA,"Low"
"Malabar Barbet","Stable","Trend Inconclusive",NA,"Low"
"Coppersmith Barbet","Stable","Decline",NA,"Low"
"Blue-eared Barbet",NA,NA,NA,NA
"Great Barbet","Stable","Trend Inconclusive",NA,"Low"
"Lineated Barbet","Trend Inconclusive","Stable",NA,"Low"
"Brown-headed Barbet","Trend Inconclusive","Stable",NA,"Low"
"White-cheeked Barbet","Trend Inconclusive","Stable",NA,"Low"
"Golden-throated Barbet",NA,NA,NA,NA
"Blue-throated Barbet","Stable","Stable",NA,"Low"
"Yellow-rumped Honeyguide","Insufficient Data","Insufficient Data",NA,"Moderate"
"Eurasian Wryneck","Insufficient Data","Insufficient Data",NA,"Low"
"Speckled Piculet","Insufficient Data","Trend Inconclusive",NA,"Low"
"White-browed Piculet","Insufficient Data","Insufficient Data",NA,"Low"
"Heart-spotted Woodpecker","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Brown-capped Pygmy Woodpecker","Trend Inconclusive","Stable",NA,"Low"
"Gray-capped Pygmy Woodpecker","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Yellow-crowned Woodpecker","Rapid Decline","Stable",NA,"Moderate"
"Brown-fronted Woodpecker","Insufficient Data","Trend Inconclusive",NA,"Low"
"Rufous-bellied Woodpecker",NA,NA,NA,NA
"Fulvous-breasted Woodpecker","Insufficient Data","Trend Inconclusive",NA,"Low"
"Freckle-breasted Woodpecker",NA,NA,NA,NA
"Stripe-breasted Woodpecker",NA,NA,NA,NA
"Darjeeling Woodpecker","Insufficient Data","Insufficient Data",NA,"Moderate"
"Great Spotted Woodpecker",NA,NA,NA,NA
"Himalayan Woodpecker","Insufficient Data","Trend Inconclusive",NA,"Low"
"Sind Woodpecker",NA,NA,NA,NA
"Crimson-naped Woodpecker","Insufficient Data","Insufficient Data",NA,"Moderate"
"Bay Woodpecker",NA,NA,NA,NA
"Greater Flameback","Stable","Trend Inconclusive",NA,"Low"
"White-naped Woodpecker","Insufficient Data","Insufficient Data",NA,"Moderate"
"Rufous Woodpecker","Trend Inconclusive","Decline",NA,"Moderate"
"Pale-headed Woodpecker","Insufficient Data","Insufficient Data",NA,"Moderate"
"Himalayan Flameback","Insufficient Data","Insufficient Data",NA,"Moderate"
"Common Flameback","Insufficient Data","Insufficient Data",NA,"Low"
"Black-rumped Flameback","Trend Inconclusive","Stable",NA,"Low"
"Lesser Yellownape","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Streak-throated Woodpecker","Trend Inconclusive","Decline",NA,"Moderate"
"Scaly-bellied Woodpecker","Insufficient Data","Insufficient Data",NA,"Moderate"
"Gray-headed Woodpecker","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Greater Yellownape","Insufficient Data","Trend Inconclusive",NA,"Low"
"Great Slaty Woodpecker","Insufficient Data","Trend Inconclusive",NA,"High"
"White-bellied Woodpecker",NA,NA,NA,NA
"Andaman Woodpecker","Insufficient Data","Insufficient Data",NA,"High"
"Collared Falconet","Insufficient Data","Insufficient Data",NA,"Moderate"
"Pied Falconet","Insufficient Data","Insufficient Data",NA,"Moderate"
"Lesser Kestrel",NA,NA,NA,NA
"Eurasian Kestrel","Rapid Decline","Rapid Decline",NA,"High"
"Red-necked Falcon",NA,NA,NA,NA
"Red-footed Falcon",NA,NA,NA,NA
"Amur Falcon","Insufficient Data","Insufficient Data",NA,"Low"
"Merlin",NA,NA,NA,NA
"Eurasian Hobby",NA,NA,NA,NA
"Oriental Hobby","Insufficient Data","Insufficient Data",NA,"Moderate"
"Laggar Falcon","Insufficient Data","Insufficient Data",NA,"Moderate"
"Saker Falcon","Insufficient Data","Insufficient Data",NA,"High"
"Peregrine Falcon","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Alexandrine Parakeet","Increase","Stable",NA,"Low"
"Rose-ringed Parakeet","Stable","Stable",NA,"Low"
"Slaty-headed Parakeet","Insufficient Data","Trend Inconclusive",NA,"Low"
"Gray-headed Parakeet","Insufficient Data","Insufficient Data",NA,"Moderate"
"Plum-headed Parakeet","Stable","Stable",NA,"Low"
"Blossom-headed Parakeet","Insufficient Data","Insufficient Data",NA,"Moderate"
"Malabar Parakeet","Trend Inconclusive","Stable",NA,"Low"
"Derbyan Parakeet",NA,NA,NA,NA
"Red-breasted Parakeet","Stable","Trend Inconclusive",NA,"Low"
"Nicobar Parakeet","Insufficient Data","Insufficient Data",NA,"Moderate"
"Long-tailed Parakeet","Insufficient Data","Insufficient Data",NA,"High"
"Vernal Hanging-Parrot","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Long-tailed Broadbill","Insufficient Data","Insufficient Data",NA,"Low"
"Gray-lored Broadbill","Insufficient Data","Insufficient Data",NA,"Moderate"
"Blue-naped Pitta","Insufficient Data","Insufficient Data",NA,"Moderate"
"Blue Pitta",NA,NA,NA,NA
"Indian Pitta","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Blue-winged Pitta",NA,NA,NA,NA
"Western Hooded Pitta","Insufficient Data","Insufficient Data",NA,"Moderate"
"Mangrove Pitta","Insufficient Data","Trend Inconclusive",NA,"High"
"White-bellied Minivet","Insufficient Data","Insufficient Data",NA,"Moderate"
"Small Minivet","Decline","Stable",NA,"Low"
"Gray-chinned Minivet",NA,NA,NA,NA
"Short-billed Minivet",NA,NA,NA,NA
"Long-tailed Minivet","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Orange Minivet","Trend Inconclusive","Stable",NA,"Low"
"Scarlet Minivet","Stable","Trend Inconclusive",NA,"Low"
"Ashy Minivet",NA,NA,NA,NA
"Brown-rumped Minivet",NA,NA,NA,NA
"Rosy Minivet",NA,NA,NA,NA
"Indian Cuckooshrike","Trend Inconclusive","Stable",NA,"Low"
"Andaman Cuckooshrike","Insufficient Data","Insufficient Data",NA,"Moderate"
"Pied Triller",NA,NA,NA,NA
"Black-winged Cuckooshrike","Insufficient Data","Trend Inconclusive",NA,"Low"
"Black-headed Cuckooshrike","Rapid Decline","Trend Inconclusive",NA,"Moderate"
"Black-headed Shrike-Babbler","Insufficient Data","Insufficient Data",NA,"Moderate"
"White-browed Shrike-Babbler",NA,NA,NA,NA
"Green Shrike-Babbler",NA,NA,NA,NA
"Black-eared Shrike-Babbler",NA,NA,NA,NA
"Clicking Shrike-Babbler",NA,NA,NA,NA
"White-bellied Erpornis",NA,NA,NA,NA
"Mangrove Whistler",NA,NA,NA,NA
"Eurasian Golden Oriole",NA,NA,NA,NA
"Indian Golden Oriole","Trend Inconclusive","Stable",NA,"Low"
"Black-naped Oriole","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Slender-billed Oriole","Insufficient Data","Insufficient Data",NA,"High"
"Black-hooded Oriole","Stable","Stable",NA,"Low"
"Maroon Oriole","Insufficient Data","Trend Inconclusive",NA,"Low"
"Ashy Woodswallow","Decline","Trend Inconclusive",NA,"Moderate"
"White-breasted Woodswallow",NA,NA,NA,NA
"Malabar Woodshrike","Insufficient Data","Trend Inconclusive",NA,"Low"
"Large Woodshrike","Insufficient Data","Trend Inconclusive",NA,"Low"
"Common Woodshrike","Decline","Stable",NA,"Low"
"Bar-winged Flycatcher-shrike","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Common Iora","Trend Inconclusive","Stable",NA,"Low"
"White-tailed Iora","Insufficient Data","Insufficient Data",NA,"Moderate"
"White-throated Fantail","Trend Inconclusive","Stable",NA,"Low"
"Spot-breasted Fantail","Insufficient Data","Trend Inconclusive",NA,"Low"
"White-browed Fantail","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Black Drongo","Trend Inconclusive","Stable",NA,"Low"
"Ashy Drongo","Stable","Stable",NA,"Low"
"White-bellied Drongo","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Crow-billed Drongo",NA,NA,NA,NA
"Bronzed Drongo","Trend Inconclusive","Stable",NA,"Low"
"Lesser Racket-tailed Drongo","Insufficient Data","Trend Inconclusive",NA,"Low"
"Hair-crested Drongo","Trend Inconclusive","Stable",NA,"Low"
"Andaman Drongo","Insufficient Data","Insufficient Data",NA,"Moderate"
"Greater Racket-tailed Drongo","Trend Inconclusive","Decline",NA,"Moderate"
"Black-naped Monarch","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Amur Paradise-Flycatcher",NA,NA,NA,NA
"Blyth's Paradise-Flycatcher",NA,NA,NA,NA
"Indian Paradise-Flycatcher","Stable","Decline",NA,"Low"
"Red-backed Shrike",NA,NA,NA,NA
"Red-tailed Shrike",NA,NA,NA,NA
"Isabelline Shrike","Insufficient Data","Trend Inconclusive",NA,"Low"
"Brown Shrike","Trend Inconclusive","Decline",NA,"Moderate"
"Burmese Shrike",NA,NA,NA,NA
"Bay-backed Shrike","Trend Inconclusive","Stable",NA,"Low"
"Long-tailed Shrike","Trend Inconclusive","Stable",NA,"Low"
"Gray-backed Shrike","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Great Gray Shrike","Insufficient Data","Decline",NA,"Moderate"
"Lesser Gray Shrike",NA,NA,NA,NA
"Masked Shrike",NA,NA,NA,NA
"Woodchat Shrike",NA,NA,NA,NA
"Eurasian Jay",NA,NA,NA,NA
"Black-headed Jay","Insufficient Data","Insufficient Data",NA,"Moderate"
"Yellow-billed Blue-Magpie","Insufficient Data","Trend Inconclusive",NA,"Low"
"Red-billed Blue-Magpie","Insufficient Data","Trend Inconclusive",NA,"Low"
"Common Green-Magpie","Insufficient Data","Trend Inconclusive",NA,"Low"
"Rufous Treepie","Stable","Trend Inconclusive",NA,"Low"
"Gray Treepie","Insufficient Data","Trend Inconclusive",NA,"Low"
"White-bellied Treepie","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Collared Treepie","Insufficient Data","Insufficient Data",NA,"Moderate"
"Andaman Treepie","Insufficient Data","Insufficient Data",NA,"High"
"Black-rumped Magpie",NA,NA,NA,NA
"Eurasian Magpie",NA,NA,NA,NA
"Southern Nutcracker",NA,NA,NA,NA
"Kashmir Nutcracker","Insufficient Data","Insufficient Data",NA,"Moderate"
"Red-billed Chough",NA,NA,NA,NA
"Yellow-billed Chough","Insufficient Data","Rapid Decline",NA,"Moderate"
"Eurasian Jackdaw",NA,NA,NA,NA
"House Crow","Stable","Decline",NA,"Low"
"Rook",NA,NA,NA,NA
"Carrion Crow",NA,NA,NA,NA
"Hooded Crow",NA,NA,NA,NA
"Large-billed Crow","Trend Inconclusive","Decline",NA,"Moderate"
"Pied Crow",NA,NA,NA,NA
"Common Raven",NA,NA,NA,NA
"Yellow-bellied Fairy-Fantail","Insufficient Data","Trend Inconclusive",NA,"Low"
"Gray-headed Canary-Flycatcher","Rapid Decline","Trend Inconclusive",NA,"Moderate"
"Fire-capped Tit",NA,NA,NA,NA
"Yellow-browed Tit",NA,NA,NA,NA
"Sultan Tit",NA,NA,NA,NA
"Coal Tit","Insufficient Data","Trend Inconclusive",NA,"Low"
"Rufous-naped Tit","Insufficient Data","Insufficient Data",NA,"Low"
"Rufous-vented Tit",NA,NA,NA,NA
"Gray-crested Tit",NA,NA,NA,NA
"Azure Tit",NA,NA,NA,NA
"Ground Tit",NA,NA,NA,NA
"Green-backed Tit","Insufficient Data","Trend Inconclusive",NA,"Low"
"Asian Tit","Trend Inconclusive","Stable",NA,"Low"
"White-naped Tit","Insufficient Data","Insufficient Data",NA,"Moderate"
"Himalayan Black-lored Tit","Insufficient Data","Insufficient Data",NA,"Moderate"
"Indian Yellow Tit","Rapid Decline","Trend Inconclusive",NA,"Moderate"
"Yellow-cheeked Tit",NA,NA,NA,NA
"White-crowned Penduline-Tit",NA,NA,NA,NA
"Greater Hoopoe-Lark",NA,NA,NA,NA
"Rufous-tailed Lark","Rapid Decline","Decline",NA,"Moderate"
"Desert Lark",NA,NA,NA,NA
"Black-crowned Sparrow-Lark",NA,NA,NA,NA
"Ashy-crowned Sparrow-Lark","Decline","Stable",NA,"Low"
"Singing Bushlark","Insufficient Data","Insufficient Data",NA,"Moderate"
"Bengal Bushlark","Insufficient Data","Insufficient Data",NA,"Moderate"
"Jerdon's Bushlark","Insufficient Data","Trend Inconclusive",NA,"Low"
"Indian Bushlark","Insufficient Data","Insufficient Data",NA,"Moderate"
"Horned Lark",NA,NA,NA,NA
"Greater Short-toed Lark",NA,NA,NA,NA
"Mongolian Short-toed Lark",NA,NA,NA,NA
"Hume's Lark","Insufficient Data","Insufficient Data",NA,"Moderate"
"Bimaculated Lark",NA,NA,NA,NA
"Tibetan Lark",NA,NA,NA,NA
"Turkestan Short-toed Lark",NA,NA,NA,NA
"Sand Lark",NA,NA,NA,NA
"Eurasian Skylark",NA,NA,NA,NA
"Oriental Skylark","Decline","Decline",NA,"Moderate"
"Crested Lark","Rapid Decline","Trend Inconclusive",NA,"Moderate"
"Malabar Lark","Insufficient Data","Insufficient Data",NA,"Moderate"
"Tawny Lark","Insufficient Data","Insufficient Data",NA,"Moderate"
"Common Tailorbird","Stable","Increase",NA,"Low"
"Dark-necked Tailorbird","Insufficient Data","Insufficient Data",NA,"Moderate"
"Himalayan Prinia",NA,NA,NA,NA
"Black-throated Prinia","Insufficient Data","Trend Inconclusive",NA,"Moderate"
"Rufous-crowned Prinia","Insufficient Data","Insufficient Data",NA,"Moderate"
"Hill Prinia",NA,NA,NA,NA
"Gray-crowned Prinia","Insufficient Data","Insufficient Data",NA,"High"
"Rufous-fronted Prinia","Insufficient Data","Insufficient Data",NA,"Moderate"
"Rufescent Prinia","Insufficient Data","Insufficient Data",NA,"Low"
"Gray-breasted Prinia","Stable","Stable",NA,"Low"
"Delicate Prinia",NA,NA,NA,NA
"Jungle Prinia","Insufficient Data","Insufficient Data",NA,"Moderate"
"Yellow-bellied Prinia","Insufficient Data","Insufficient Data",NA,"Low"
"Ashy Prinia","Rapid Increase","Stable",NA,"Low"
"Plain Prinia","Trend Inconclusive","Stable",NA,"Low"
"Zitting Cisticola","Insufficient Data","Insufficient Data",NA,"Low"
"Golden-headed Cisticola","Insufficient Data","Insufficient Data",NA,"Moderate"
"Thick-billed Warbler",NA,NA,NA,NA
"Booted Warbler","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Sykes's Warbler",NA,NA,NA,NA
"Black-browed Reed Warbler",NA,NA,NA,NA
"Moustached Warbler",NA,NA,NA,NA
"Sedge Warbler",NA,NA,NA,NA
"Paddyfield Warbler",NA,NA,NA,NA
"Blunt-winged Warbler",NA,NA,NA,NA
"Blyth's Reed Warbler","Stable","Trend Inconclusive",NA,"Low"
"Large-billed Reed Warbler",NA,NA,NA,NA
"Great Reed Warbler",NA,NA,NA,NA
"Oriental Reed Warbler",NA,NA,NA,NA
"Clamorous Reed Warbler","Stable","Trend Inconclusive",NA,"Low"
"Pallas's Grasshopper Warbler","Insufficient Data","Insufficient Data",NA,"Moderate"
"Lanceolated Warbler",NA,NA,NA,NA
"Brown Bush Warbler",NA,NA,NA,NA
"Common Grasshopper Warbler",NA,NA,NA,NA
"Long-billed Bush Warbler",NA,NA,NA,NA
"Chinese Bush Warbler",NA,NA,NA,NA
"Baikal Bush Warbler",NA,NA,NA,NA
"West Himalayan Bush Warbler","Insufficient Data","Insufficient Data",NA,"Moderate"
"Spotted Bush Warbler",NA,NA,NA,NA
"Russet Bush Warbler",NA,NA,NA,NA
"Broad-tailed Grassbird","Insufficient Data","Insufficient Data",NA,"High"
"Bristled Grassbird","Insufficient Data","Insufficient Data",NA,"High"
"Striated Grassbird","Insufficient Data","Trend Inconclusive",NA,"Low"
"Scaly-breasted Cupwing",NA,NA,NA,NA
"Immaculate Cupwing","Insufficient Data","Insufficient Data",NA,"Moderate"
"Pygmy Cupwing",NA,NA,NA,NA
"Gray-throated Martin","Decline","Trend Inconclusive",NA,"Moderate"
"Bank Swallow",NA,NA,NA,NA
"Pale Martin",NA,NA,NA,NA
"Eurasian Crag-Martin",NA,NA,NA,NA
"Dusky Crag-Martin","Trend Inconclusive","Stable",NA,"Low"
"Barn Swallow","Trend Inconclusive","Decline",NA,"Moderate"
"Wire-tailed Swallow","Trend Inconclusive","Stable",NA,"Low"
"Hill Swallow","Insufficient Data","Insufficient Data",NA,"Moderate"
"Pacific Swallow",NA,NA,NA,NA
"Eastern Red-rumped Swallow","Decline","Stable",NA,"Low"
"Eastern Red-rumped Swallow",NA,NA,NA,NA
"Streak-throated Swallow","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Western House-Martin",NA,NA,NA,NA
"Asian House-Martin","Insufficient Data","Insufficient Data",NA,"Moderate"
"Nepal House-Martin",NA,NA,NA,NA
"Gray-headed Bulbul","Insufficient Data","Trend Inconclusive",NA,"Moderate"
"Black-headed Bulbul",NA,NA,NA,NA
"Andaman Bulbul","Insufficient Data","Insufficient Data",NA,"Moderate"
"Black-crested Bulbul","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Flame-throated Bulbul","Insufficient Data","Trend Inconclusive",NA,"Low"
"Crested Finchbill","Insufficient Data","Insufficient Data",NA,"Moderate"
"Striated Bulbul",NA,NA,NA,NA
"Red-vented Bulbul","Insufficient Data","Insufficient Data",NA,"Low"
"Red-whiskered Bulbul","Stable","Trend Inconclusive",NA,"Low"
"White-eared Bulbul","Insufficient Data","Insufficient Data",NA,"Low"
"Himalayan Bulbul","Stable","Stable",NA,"Low"
"Yellow-throated Bulbul","Insufficient Data","Insufficient Data",NA,"Moderate"
"Flavescent Bulbul","Insufficient Data","Insufficient Data",NA,"Low"
"White-browed Bulbul","Stable","Stable",NA,"Low"
"White-throated Bulbul","Insufficient Data","Trend Inconclusive",NA,"Low"
"Gray-eyed Bulbul",NA,NA,NA,NA
"Cachar Bulbul","Insufficient Data","Insufficient Data",NA,"Moderate"
"Yellow-browed Bulbul","Rapid Decline","Stable",NA,"Moderate"
"Black Bulbul","Trend Inconclusive","Stable",NA,"Low"
"Square-tailed Bulbul","Insufficient Data","Trend Inconclusive",NA,"Low"
"Nicobar Bulbul","Insufficient Data","Insufficient Data",NA,"High"
"Ashy Bulbul","Insufficient Data","Trend Inconclusive",NA,"Low"
"Mountain Bulbul",NA,NA,NA,NA
"Wood Warbler",NA,NA,NA,NA
"Ashy-throated Warbler",NA,NA,NA,NA
"Buff-barred Warbler",NA,NA,NA,NA
"Yellow-browed Warbler",NA,NA,NA,NA
"Hume's Warbler","Stable","Decline",NA,"Low"
"Brooks's Leaf Warbler","Insufficient Data","Insufficient Data",NA,"Moderate"
"Chinese Leaf Warbler",NA,NA,NA,NA
"Pallas's Leaf Warbler",NA,NA,NA,NA
"Lemon-rumped Warbler","Insufficient Data","Trend Inconclusive",NA,"Low"
"Sichuan Leaf Warbler",NA,NA,NA,NA
"Tytler's Leaf Warbler","Insufficient Data","Insufficient Data",NA,"Moderate"
"Sulphur-bellied Warbler","Insufficient Data","Insufficient Data",NA,"Low"
"Tickell's Leaf Warbler","Insufficient Data","Insufficient Data",NA,"Low"
"Dusky Warbler",NA,NA,NA,NA
"Smoky Warbler",NA,NA,NA,NA
"Plain Leaf Warbler",NA,NA,NA,NA
"Buff-throated Warbler",NA,NA,NA,NA
"Willow Warbler",NA,NA,NA,NA
"Mountain Chiffchaff",NA,NA,NA,NA
"Common Chiffchaff","Stable","Trend Inconclusive",NA,"Low"
"White-spectacled Warbler","Insufficient Data","Insufficient Data",NA,"Low"
"Gray-cheeked Warbler",NA,NA,NA,NA
"Green-crowned Warbler","Insufficient Data","Insufficient Data",NA,"Moderate"
"Gray-crowned Warbler",NA,NA,NA,NA
"Whistler's Warbler",NA,NA,NA,NA
"Green Warbler",NA,NA,NA,NA
"Greenish Warbler","Trend Inconclusive","Stable",NA,"Low"
"Two-barred Warbler",NA,NA,NA,NA
"Large-billed Leaf Warbler","Decline","Trend Inconclusive",NA,"Moderate"
"Pale-legged Leaf Warbler",NA,NA,NA,NA
"Sakhalin Leaf Warbler",NA,NA,NA,NA
"Arctic Warbler",NA,NA,NA,NA
"Chestnut-crowned Warbler",NA,NA,NA,NA
"Yellow-vented Warbler","Insufficient Data","Insufficient Data",NA,"Moderate"
"Western Crowned Warbler","Insufficient Data","Trend Inconclusive",NA,"Low"
"Blyth's Leaf Warbler","Insufficient Data","Trend Inconclusive",NA,"Low"
"Claudia's Leaf Warbler",NA,NA,NA,NA
"Gray-hooded Warbler","Trend Inconclusive","Trend Inconclusive",NA,"Low"
"Pale-footed Bush Warbler","Insufficient Data","Insufficient Data",NA,"High"
"Asian Stubtail",NA,NA,NA,NA
"Gray-bellied Tesia",NA,NA,NA,NA
"Slaty-bellied Tesia","Insufficient Data","Insufficient Data",NA,"Low"
"Chestnut-crowned Bush Warbler",NA,NA,NA,NA
"Gray-sided Bush Warbler",NA,NA,NA,NA
"Chestnut-headed Tesia",NA,NA,NA,NA
"Cetti's Warbler",NA,NA,NA,NA
"Yellow-bellied Warbler",NA,NA,NA,NA
"Rufous-faced Warbler","Insufficient Data","Trend Inconclusive",NA,"Moderate"
"Black-faced Warbler",NA,NA,NA,NA
"Mountain Tailorbird",NA,NA,NA,NA
"Broad-billed Warbler","Insufficient Data","Insufficient Data",NA,"Moderate"
"Manchurian Bush Warbler",NA,NA,NA,NA
"Brownish-flanked Bush Warbler",NA,NA,NA,NA
"Hume's Bush Warbler","Insufficient Data","Insufficient Data",NA,"Moderate"
"Aberrant Bush Warbler",NA,NA,NA,NA
"White-browed Tit-Warbler","Insufficient Data","Trend Inconclusive",NA,"Moderate"
"Crested Tit-Warbler",NA,NA,NA,NA
"White-cheeked Tit",NA,NA,NA,NA
"Black-throated Tit","Insufficient Data","Trend Inconclusive",NA,"Low"
"White-throated Tit","Insufficient Data","Trend Inconclusive",NA,"Moderate"
"Black-browed Tit",NA,NA,NA,NA
"Eurasian Blackcap",NA,NA,NA,NA
"Garden Warbler",NA,NA,NA,NA
"Barred Warbler",NA,NA,NA,NA
"Lesser Whitethroat",NA,NA,NA,NA
"Eastern Orphean Warbler",NA,NA,NA,NA
"Asian Desert Warbler",NA,NA,NA,NA
"Greater Whitethroat",NA,NA,NA,NA
"Fire-tailed Myzornis","Insufficient Data","Trend Inconclusive",NA,"Moderate"
"Golden-breasted Fulvetta","Insufficient Data","Insufficient Data",NA,"Moderate"
"Yellow-eyed Babbler","Stable","Trend Inconclusive",NA,"Low"
"Jerdon's Babbler","Insufficient Data","Trend Inconclusive",NA,"High"
"Brown-throated Fulvetta","Insufficient Data","Insufficient Data",NA,"High"
"White-browed Fulvetta","Stable","Trend Inconclusive",NA,"Low"
"Manipur Fulvetta","Insufficient Data","Trend Inconclusive",NA,"High"
"Black-breasted Parrotbill","Insufficient Data","Trend Inconclusive",NA,"High"
"Spot-breasted Parrotbill","Insufficient Data","Insufficient Data",NA,"Moderate"
"Great Parrotbill","Insufficient Data","Insufficient Data",NA,"High"
"Brown Parrotbill","Insufficient Data","Insufficient Data",NA,"Moderate"
"Gray-headed Parrotbill","Insufficient Data","Insufficient Data",NA,"Moderate"
"White-breasted Parrotbill","Insufficient Data","Insufficient Data",NA,"Moderate"
"Rufous-headed Parrotbill","Insufficient Data","Insufficient Data",NA,"Moderate"
"Fulvous Parrotbill","Insufficient Data","Insufficient Data",NA,"High"
"Black-throated Parrotbill","Insufficient Data","Insufficient Data",NA,"Moderate"
