gridg0,grid_label,total_checklists,wetland_checklists,non_wetland_checklists,wetland_proportion,mean_wetland_probability,n_timegroups,wetland_timegroups
135969,non-wetland,29,1,28,0.034482758620689655,0.06677250723886206,10,
135970,non-wetland,2,0,2,0.0,0.00588023185,2,
135971,non-wetland,3,0,3,0.0,0.020283336575666666,2,
135972,non-wetland,10,0,10,0.0,0.0088239149225,7,
135973,wetland,56,28,28,0.5,0.42060261152946427,8,"2020, 2023, 2024, 2025"
135974,non-wetland,7,0,7,0.0,0.0026686739328571425,3,
135975,non-wetland,2,0,2,0.0,0.020826578,1,
135976,non-wetland,11,0,11,0.0,0.00486835799240909,2,
135977,non-wetland,8,0,8,0.0,0.005674383668,2,
135980,non-wetland,1,0,1,0.0,0.015577236,1,
135981,non-wetland,1,0,1,0.0,0.060058385,1,
135983,non-wetland,1,0,1,0.0,0.0036174243,1,
135985,non-wetland,4,0,4,0.0,0.0043108096999999995,3,
135986,non-wetland,1,0,1,0.0,0.008557847,1,
135987,non-wetland,2,0,2,0.0,0.0219690126565,2,
135988,non-wetland,6,0,6,0.0,0.006869258,1,
135989,wetland,4,1,3,0.25,0.31835069291,2,2023
135990,non-wetland,2,0,2,0.0,0.012857143,2,
135992,non-wetland,1,0,1,0.0,0.37989005,1,
135993,non-wetland,2,0,2,0.0,0.0348722157,2,
135994,wetland,9,4,5,0.4444444444444444,0.3690356516105111,4,"2019, 2022"
135995,wetland,1,1,0,1.0,0.73474485,1,2023
135996,non-wetland,5,0,5,0.0,0.15185608905340003,3,
135997,non-wetland,7,0,7,0.0,0.18886480535900002,6,
135998,wetland,8,3,5,0.375,0.25718167100125,3,2022
135999,non-wetland,1,0,1,0.0,0.45921916,1,
136001,wetland,4,1,3,0.25,0.2330259805,2,2019
136002,non-wetland,1,0,1,0.0,0.37046298,1,
136003,non-wetland,1,0,1,0.0,0.2899113,1,
136008,non-wetland,19,0,19,0.0,0.03161223552942105,1,
136010,non-wetland,1,0,1,0.0,0.0,1,
136011,non-wetland,3,0,3,0.0,0.02711411583333333,2,
136013,wetland,5,1,4,0.2,0.1101493591226,4,2025
136014,non-wetland,1,0,1,0.0,0.0,1,
136015,non-wetland,8,0,8,0.0,0.004360711465225,5,
136016,wetland,96,10,86,0.10416666666666667,0.09725768132053958,7,"2020, 2021"
136017,wetland,313,134,179,0.4281150159744409,0.3928396286269978,12,"2014, 2016, 2018, 2024"
136018,wetland,186,107,79,0.5752688172043011,0.5230013064000328,9,"2017, 2018, 2019, 2020, 2021, 2022, 2023"
136019,wetland,10,1,9,0.1,0.13154096259849998,5,2023
136020,non-wetland,7,0,7,0.0,0.1312682257285714,5,
136021,non-wetland,1,0,1,0.0,0.053,1,
136022,non-wetland,4,0,4,0.0,0.11591383999999999,1,
136023,non-wetland,1,0,1,0.0,0.053214286,1,
136024,non-wetland,6,0,6,0.0,0.017220643446666666,2,
136025,wetland,4,2,2,0.5,0.45768239374999997,3,2023
136026,wetland,4,3,1,0.75,0.68268213,3,"2018, 2023"
136032,non-wetland,1,0,1,0.0,0.18397169,1,
136033,non-wetland,1,0,1,0.0,0.023683453,1,
136034,wetland,3,3,0,1.0,0.84673969,2,"2015, 2025"
136035,wetland,4,2,2,0.5,0.4074287119615,2,2018
136036,wetland,2,1,1,0.5,0.43648941700000005,2,2023
136039,non-wetland,4,0,4,0.0,0.0042685207655,3,
136044,non-wetland,7,0,7,0.0,0.020232229857142854,1,
136045,wetland,1,1,0,1.0,0.6397487,1,2017
136046,non-wetland,2,0,2,0.0,0.09980256,1,
136047,non-wetland,2,0,2,0.0,0.26626882,2,
136051,non-wetland,4,0,4,0.0,0.1719920199425,3,
136052,non-wetland,12,0,12,0.0,0.09919272800333334,5,
136053,wetland,11,3,8,0.2727272727272727,0.28843075842327276,5,2018
136054,wetland,1167,93,1074,0.07969151670951156,0.09002162527955236,14,"2013, 2016"
136055,wetland,506,83,423,0.16403162055335968,0.20975614708071721,10,2016
136056,wetland,6,3,3,0.5,0.3294948505,4,"2020, 2021"
136061,wetland,1,1,0,1.0,0.8952113,1,2019
136063,non-wetland,2,0,2,0.0,0.087283285,1,
136065,non-wetland,3,1,2,0.3333333333333333,0.2068450455333333,1,
136066,non-wetland,6,0,6,0.0,0.3792235116666667,2,
136067,wetland,17,13,4,0.7647058823529411,0.7139423547647059,6,"2019, 2021, 2022, 2023, 2025"
136068,wetland,5,3,2,0.6,0.49727416799999996,3,"2017, 2025"
136069,wetland,1,1,0,1.0,0.9076663,1,2024
136070,non-wetland,1,0,1,0.0,0.04436854,1,
136083,non-wetland,45,0,45,0.0,0.0023411428200000002,5,
136084,non-wetland,3,0,3,0.0,0.0,1,
136087,non-wetland,4,0,4,0.0,0.01093785765,3,
136088,non-wetland,11,0,11,0.0,0.0009125165631909091,3,
136116,non-wetland,2,0,2,0.0,0.4238612,1,
136118,non-wetland,1,0,1,0.0,0.18965231,1,
136119,non-wetland,1,0,1,0.0,0.06313832,1,
136123,wetland,1,1,0,1.0,0.8130959,1,2021
136126,wetland,2,1,1,0.5,0.467977085,2,2016
136128,non-wetland,1,0,1,0.0,0.00023169885,1,
136133,non-wetland,1,0,1,0.0,0.006857804,1,
136136,non-wetland,3,0,3,0.0,0.19772079666666667,1,
136138,wetland,17,2,15,0.11764705882352941,0.19079011165058823,9,2022
136139,wetland,1,1,0,1.0,0.8576458,1,2019
136617,wetland,18,10,8,0.5555555555555556,0.48512902769794447,6,"2019, 2020, 2022, 2025"
136618,wetland,47,6,41,0.1276595744680851,0.13767049929481276,10,2021
136619,wetland,10,1,9,0.1,0.085473296353,5,2014
136620,non-wetland,3,0,3,0.0,0.014367980666666667,1,
136621,non-wetland,7,0,7,0.0,0.010615993099400001,2,
136622,non-wetland,6,0,6,0.0,0.02516071781,3,
136623,non-wetland,24,0,24,0.0,0.0074413402699875,5,
136624,non-wetland,3,0,3,0.0,0.016135378000000002,3,
136625,non-wetland,2,0,2,0.0,0.000400835985,1,
136634,non-wetland,7,0,7,0.0,0.01419013153007143,5,
136635,non-wetland,7,0,7,0.0,0.030430174991857146,3,
136636,non-wetland,2,0,2,0.0,0.053329496500000004,2,
136637,non-wetland,2,0,2,0.0,0.0086261125,2,
136638,non-wetland,33,12,21,0.36363636363636365,0.3382919316741212,3,
136640,non-wetland,3,0,3,0.0,0.01808767456,2,
136641,wetland,3,2,1,0.6666666666666666,0.6914231533333334,3,"2018, 2023"
136645,non-wetland,4,1,3,0.25,0.1988451905,1,
136646,wetland,23,10,13,0.43478260869565216,0.43762231030434784,10,"2011-2012, 2015, 2016, 2017, 2022, 2024"
136647,wetland,28,9,19,0.32142857142857145,0.33974395720878575,8,"2011-2012, 2021, 2024"
136648,wetland,1,1,0,1.0,0.83264375,1,2021
136651,non-wetland,1,0,1,0.0,0.0,1,
136653,non-wetland,1,0,1,0.0,0.0,1,
136659,non-wetland,1,0,1,0.0,0.40079808,1,
136661,wetland,1,1,0,1.0,0.7434622,1,2025
136664,non-wetland,3,0,3,0.0,0.0,2,
136665,wetland,67,37,30,0.5522388059701493,0.5015452075207613,7,"2021, 2022, 2024, 2025"
136666,wetland,139,121,18,0.8705035971223022,0.7498857459641547,9,"2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025"
136667,wetland,12,11,1,0.9166666666666666,0.8637946775,4,"2020, 2021, 2023, 2025"
136668,wetland,13,13,0,1.0,0.8860341907692307,4,"2019, 2022, 2023, 2024"
136669,wetland,6,6,0,1.0,0.9350496366666666,2,"2021, 2022"
136670,non-wetland,1,0,1,0.0,0.005,1,
136671,non-wetland,3,0,3,0.0,0.0072310337,2,
136672,non-wetland,2,0,2,0.0,0.018627452,1,
136673,non-wetland,1,0,1,0.0,0.04781265,1,
136674,non-wetland,1,0,1,0.0,0.08356629,1,
136675,wetland,7,7,0,1.0,0.9141035485714285,2,"2016, 2020"
136676,wetland,9,6,3,0.6666666666666666,0.5078270733333334,5,"2018, 2022, 2023, 2024, 2025"
136681,wetland,6,2,4,0.3333333333333333,0.382321226,4,2019
136682,wetland,24,17,7,0.7083333333333334,0.6060486195,6,"2015, 2016, 2019, 2020, 2025"
136683,non-wetland,1,0,1,0.0,0.40251854,1,
136684,wetland,1,1,0,1.0,0.67100024,1,2025
136685,wetland,2,2,0,1.0,0.7138717,1,2025
136686,non-wetland,2,0,2,0.0,0.0287592655,1,
136689,wetland,1,1,0,1.0,0.6975961,1,2023
136691,non-wetland,7,0,7,0.0,0.006007338942285715,3,
136693,non-wetland,1,0,1,0.0,0.0,1,
136694,non-wetland,1,0,1,0.0,0.034889884,1,
136698,wetland,10,6,4,0.6,0.572479473,6,"2017, 2021, 2023, 2024"
136699,non-wetland,2,0,2,0.0,0.1040930975,1,
136701,non-wetland,9,0,9,0.0,0.03389144854888889,1,
136702,non-wetland,1,0,1,0.0,0.033667848,1,
136703,wetland,333,288,45,0.8648648648648649,0.7413058665933258,13,"2000-2006, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025"
136704,wetland,157,119,38,0.7579617834394905,0.6386891696376115,11,"2016, 2018, 2019, 2020, 2021, 2022, 2023, 2024"
136705,wetland,223,13,210,0.05829596412556054,0.15418202958892152,9,2018
136706,wetland,1,1,0,1.0,0.76818705,1,2024
136707,non-wetland,4,0,4,0.0,0.061601411499999995,2,
136709,non-wetland,1,0,1,0.0,0.0,1,
136710,wetland,1,1,0,1.0,0.8379913,1,2024
136714,wetland,11,4,7,0.36363636363636365,0.32538802901963637,4,"2018, 2024"
136715,wetland,7,4,3,0.5714285714285714,0.5647857742857143,4,"2016, 2017, 2025"
136718,wetland,7,2,5,0.2857142857142857,0.4280482285714286,3,2023
136731,non-wetland,2,0,2,0.0,0.0050026925,1,
136733,non-wetland,2,0,2,0.0,1.20176e-05,1,
136734,non-wetland,5,0,5,0.0,0.006352904944,1,
136735,non-wetland,2,0,2,0.0,0.0,1,
136736,non-wetland,15,0,15,0.0,0.0017049195914666667,5,
136737,non-wetland,16,0,16,0.0,0.0027940521874375,3,
136764,non-wetland,5,0,5,0.0,0.0144697642706,4,
136769,non-wetland,1,0,1,0.0,0.32788515,1,
136770,non-wetland,3,0,3,0.0,0.12916323,2,
136771,wetland,1,1,0,1.0,0.83590513,1,2025
136775,non-wetland,2,0,2,0.0,0.00267548975,2,
136777,non-wetland,34,4,30,0.11764705882352941,0.13991714254808826,11,
136778,non-wetland,28,1,27,0.03571428571428571,0.17197683344949286,3,
136781,wetland,6,2,4,0.3333333333333333,0.34095458333333334,2,2025
136782,wetland,9,1,8,0.1111111111111111,0.27293553065044446,4,2025
136786,non-wetland,1,0,1,0.0,0.45398584,1,
136787,wetland,1,1,0,1.0,0.5792333,1,2025
136788,non-wetland,1,0,1,0.0,0.1570516,1,
136789,wetland,4,1,3,0.25,0.16865425721,3,2022
137266,non-wetland,1,0,1,0.0,0.4477189,1,
137267,wetland,44,7,37,0.1590909090909091,0.16551433004552044,9,"2017, 2019, 2025"
137268,non-wetland,4,0,4,0.0,0.16842453095,3,
137269,non-wetland,3,0,3,0.0,0.0007471147586666666,2,
137271,non-wetland,4,0,4,0.0,0.00533829786,3,
137272,non-wetland,36,1,35,0.027777777777777776,0.03450030980895,7,
137273,wetland,122,10,112,0.08196721311475409,0.09119289020931312,10,2017
137274,non-wetland,4,0,4,0.0,0.00951995946705,3,
137275,non-wetland,1,0,1,0.0,0.04276863,1,
137276,non-wetland,5,0,5,0.0,0.017014185731999996,2,
137280,wetland,2,1,1,0.5,0.41322134706200003,2,2021
137281,non-wetland,1,0,1,0.0,6.225498e-05,1,
137283,non-wetland,2,0,2,0.0,0.018497515649999997,2,
137284,non-wetland,1,0,1,0.0,0.0067845983,1,
137286,non-wetland,3,0,3,0.0,0.020560056,2,
137287,non-wetland,2,0,2,0.0,0.0287053215,2,
137288,non-wetland,2,0,2,0.0,0.033308357999999996,1,
137290,non-wetland,13,1,12,0.07692307692307693,0.08438832994615385,4,
137294,non-wetland,1,0,1,0.0,0.07751488,1,
137299,non-wetland,1,0,1,0.0,0.008369964,1,
137300,non-wetland,1,0,1,0.0,0.1262381,1,
137303,non-wetland,1,0,1,0.0,0.49822116,1,
137306,non-wetland,1,0,1,0.0,5.3850295e-06,1,
137307,non-wetland,2,0,2,0.0,0.006620529199999999,2,
137308,non-wetland,1,0,1,0.0,0.0016380675,1,
137309,non-wetland,5,0,5,0.0,0.10805047415182001,2,
137310,wetland,1,1,0,1.0,0.76683044,1,2024
137314,non-wetland,10,0,10,0.0,0.027073613655299998,2,
137315,non-wetland,3,0,3,0.0,0.005709223437999999,2,
137316,non-wetland,14,2,12,0.14285714285714285,0.10923577914136429,4,
137317,wetland,57,19,38,0.3333333333333333,0.32941261456273685,7,"2019, 2021, 2022"
137318,wetland,246,232,14,0.943089430894309,0.8317750804268292,10,"2014, 2015, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025"
137319,wetland,16,16,0,1.0,0.903039059375,4,"2019, 2021, 2023, 2024"
137320,wetland,2,2,0,1.0,0.8800751,2,"2020, 2021"
137321,non-wetland,1,0,1,0.0,0.03818812,1,
137322,non-wetland,3,0,3,0.0,0.02139148143333333,3,
137323,non-wetland,6,0,6,0.0,0.034821697500000005,4,
137328,wetland,5,1,4,0.2,0.25378782628,4,2021
137330,non-wetland,4,0,4,0.0,0.00371616565,2,
137332,non-wetland,2,0,2,0.0,0.010358660700000001,2,
137334,non-wetland,4,0,4,0.0,0.006023732189499999,1,
137337,non-wetland,14,0,14,0.0,0.07295497479311429,5,
137338,non-wetland,3,0,3,0.0,0.09893499333333333,3,
137339,non-wetland,1,0,1,0.0,0.009922035,1,
137341,non-wetland,3,0,3,0.0,5.8525788e-05,1,
137342,non-wetland,2,0,2,0.0,0.2193199785,1,
137343,non-wetland,5,2,3,0.4,0.393087162,1,
137349,wetland,1,1,0,1.0,0.8883759,1,2023
137350,non-wetland,6,0,6,0.0,0.07514465825916666,3,
137353,wetland,104,86,18,0.8269230769230769,0.7023113918952885,10,"2000-2006, 2017, 2018, 2019, 2020, 2021, 2023, 2024, 2025"
137354,wetland,16,4,12,0.25,0.244744297700625,6,2019
137355,wetland,8,7,1,0.875,0.69810417125,4,"2016, 2017, 2018, 2019"
137356,non-wetland,1,0,1,0.0,0.0,1,
137357,non-wetland,2,0,2,0.0,0.02366294825,1,
137359,wetland,2,1,1,0.5,0.25252360991,1,2024
137362,non-wetland,1,0,1,0.0,0.25273374,1,
137363,non-wetland,1,0,1,0.0,0.0810968,1,
137364,non-wetland,9,2,7,0.2222222222222222,0.22510437333333336,2,
137365,wetland,5,5,0,1.0,0.7537874560000001,3,"2022, 2023, 2025"
137368,non-wetland,3,0,3,0.0,0.4450038,1,
137383,wetland,26,2,24,0.07692307692307693,0.15355090294615387,6,"2015, 2022"
137384,non-wetland,71,0,71,0.0,0.011036937574647887,9,
137385,non-wetland,229,1,228,0.004366812227074236,0.018797977802392576,11,
137386,non-wetland,14,2,12,0.14285714285714285,0.10871321836217858,3,
137388,non-wetland,159,0,159,0.0,0.0019459119005257861,8,
137411,non-wetland,1,0,1,0.0,0.24280304,1,
137412,non-wetland,1,0,1,0.0,0.2156359,1,
137419,wetland,4,1,3,0.25,0.17079699689632502,3,2025
137421,non-wetland,2,0,2,0.0,0.00016535768,1,
137422,non-wetland,1,0,1,0.0,0.4216935,1,
137423,non-wetland,5,0,5,0.0,0.0974680458686,5,
137424,wetland,7,6,1,0.8571428571428571,0.7826795785714286,4,"2014, 2022, 2025"
137427,wetland,11,2,9,0.18181818181818182,0.14826950644936365,5,2020
137428,wetland,4,2,2,0.5,0.42877852,3,"2023, 2024"
137435,non-wetland,1,0,1,0.0,0.17802466,1,
137438,non-wetland,1,0,1,0.0,6.0532264e-05,1,
137916,non-wetland,28,4,24,0.14285714285714285,0.35292657673464284,5,
137917,non-wetland,2,0,2,0.0,0.00549141185,2,
137918,non-wetland,6,0,6,0.0,0.0015445989999999998,2,
137919,non-wetland,3,0,3,0.0,0.01351097006666667,1,
137920,non-wetland,1,0,1,0.0,0.00057914306,1,
137922,non-wetland,3,0,3,0.0,0.0022229807710000002,1,
137923,non-wetland,4,0,4,0.0,0.011165887591,1,
137924,non-wetland,3,0,3,0.0,0.019111280766666666,2,
137925,wetland,11,4,7,0.36363636363636365,0.3413467582732727,3,2020
137927,non-wetland,1,0,1,0.0,0.0014805709,1,
137937,non-wetland,5,1,4,0.2,0.2148033215319,1,
137938,wetland,12,1,11,0.08333333333333333,0.06985683235933333,5,2022
137951,non-wetland,6,0,6,0.0,0.008918859505833333,1,
137954,wetland,1,1,0,1.0,0.8006283,1,2019
137955,non-wetland,1,0,1,0.0,0.20056175,1,
137957,non-wetland,1,0,1,0.0,0.00025083424,1,
137958,wetland,15,8,7,0.5333333333333333,0.502396669292,6,"2020, 2024, 2025"
137959,non-wetland,21,0,21,0.0,0.004066667832657143,3,
137960,non-wetland,1,0,1,0.0,0.04020696,1,
137963,non-wetland,2,0,2,0.0,0.12774619880000002,2,
137964,non-wetland,2,0,2,0.0,0.023214886,1,
137965,wetland,8,1,7,0.125,0.11337308021249999,3,2020
137966,non-wetland,31,0,31,0.0,0.019803769681664515,6,
137967,wetland,1,1,0,1.0,0.8851591,1,2021
137968,wetland,21,17,4,0.8095238095238095,0.7772677587619047,5,"2021, 2022, 2023, 2025"
137969,wetland,4,4,0,1.0,0.8841741925,3,"2021, 2022, 2023"
137971,wetland,3,3,0,1.0,0.8498098833333333,2,"2023, 2024"
137972,wetland,68,41,27,0.6029411764705882,0.5221700099601176,12,"2014, 2015, 2017, 2018, 2020, 2021, 2023, 2024"
137974,non-wetland,3,0,3,0.0,0.006864371034666666,1,
137976,non-wetland,1,0,1,0.0,0.0022222223,1,
137977,non-wetland,7,1,6,0.14285714285714285,0.081609178,3,
137978,wetland,21,12,9,0.5714285714285714,0.47271358838095234,5,"2021, 2022, 2024, 2025"
137979,non-wetland,1,0,1,0.0,0.0,1,
137984,non-wetland,2,0,2,0.0,8.1459755e-07,1,
137988,non-wetland,1,0,1,0.0,0.39487383,1,
137989,non-wetland,14,1,13,0.07142857142857142,0.19781558903750715,6,
137990,non-wetland,4,0,4,0.0,0.15536651,1,
137991,non-wetland,1,0,1,0.0,0.0053290627,1,
137993,wetland,5,2,3,0.4,0.47768454400000004,2,2017
137995,wetland,1,1,0,1.0,0.6379815,1,2017
137998,wetland,4,1,3,0.25,0.24671223399999997,2,2017
137999,non-wetland,3,0,3,0.0,0.07408393844166666,3,
138000,wetland,9,3,6,0.3333333333333333,0.29649804927833334,3,2017
138003,non-wetland,4,0,4,0.0,0.073300654757375,1,
138004,wetland,2,1,1,0.5,0.48369109,2,2022
138005,non-wetland,1,0,1,0.0,0.10272761,1,
138007,non-wetland,2,0,2,0.0,0.008873626059999999,2,
138008,wetland,2,1,1,0.5,0.4093339285,2,2022
138009,wetland,3,3,0,1.0,0.8097993466666668,3,"2017, 2021, 2024"
138012,wetland,9,4,5,0.4444444444444444,0.5083772783333333,4,"2024, 2025"
138013,non-wetland,16,6,10,0.375,0.3832528895,1,
138014,wetland,2,2,0,1.0,0.71044666,1,2023
138016,non-wetland,1,0,1,0.0,0.13333775,1,
138017,non-wetland,4,0,4,0.0,0.09680323751475,2,
138019,non-wetland,1,0,1,0.0,0.05084307,1,
138020,non-wetland,7,0,7,0.0,0.030387415142857144,2,
138032,non-wetland,5,0,5,0.0,0.0708355684,1,
138035,non-wetland,34,0,34,0.0,0.004772367460794118,9,
138036,non-wetland,3,0,3,0.0,0.0046504195,3,
138044,non-wetland,1,0,1,0.0,0.03061111,1,
138060,non-wetland,2,0,2,0.0,0.2036098,2,
138071,non-wetland,7,0,7,0.0,0.017865219999999998,2,
138072,non-wetland,6,0,6,0.0,0.07731415502363333,3,
138073,wetland,34,4,30,0.11764705882352941,0.12021571385956765,7,2023
138074,wetland,106,70,36,0.660377358490566,0.5573444878754716,13,"2011-2012, 2013, 2014, 2017, 2018, 2019, 2021, 2022, 2023, 2024, 2025"
138075,wetland,1,1,0,1.0,0.7090285,1,2014
138077,wetland,2,2,0,1.0,0.82752195,2,"2019, 2023"
138078,wetland,2,1,1,0.5,0.341239774,1,2020
138082,non-wetland,2,0,2,0.0,0.1832944515,1,
138084,non-wetland,2,0,2,0.0,0.14940282500000002,2,
138090,wetland,2,1,1,0.5,0.45936789,2,2018
138099,wetland,18,13,5,0.7222222222222222,0.5723353699611111,5,"2015, 2021, 2024, 2025"
138100,wetland,5,1,4,0.2,0.46787664200000006,2,2022
138101,wetland,30,22,8,0.7333333333333333,0.5833496833333334,7,"2017, 2020, 2021, 2023, 2024"
138102,wetland,7,5,2,0.7142857142857143,0.6809003028571429,3,"2024, 2025"
138566,wetland,33,10,23,0.30303030303030304,0.2746972977603636,7,"2020, 2022"
138567,wetland,1,1,0,1.0,0.7625398,1,2025
138568,non-wetland,3,0,3,0.0,0.033880751,3,
138569,non-wetland,79,1,78,0.012658227848101266,0.017088101804024054,5,
138570,non-wetland,18,0,18,0.0,0.012418089956277778,6,
138571,non-wetland,4,0,4,0.0,0.00558897021,2,
138572,non-wetland,1,0,1,0.0,1.2425447e-06,1,
138573,non-wetland,8,0,8,0.0,0.0341956876625,2,
138574,non-wetland,2,0,2,0.0,0.005670095855249999,2,
138575,non-wetland,3,0,3,0.0,0.04414364505999999,1,
138576,non-wetland,4,0,4,0.0,0.0022674113834,2,
138577,wetland,28,2,26,0.07142857142857142,0.09142585570874999,10,2022
138578,non-wetland,12,0,12,0.0,0.00144618147025,5,
138579,non-wetland,4,0,4,0.0,0.0017501078785,1,
138580,non-wetland,9,0,9,0.0,0.007263655238222221,5,
138582,non-wetland,3,0,3,0.0,0.08291436,1,
138584,wetland,10,7,3,0.7,0.6160677977785001,5,"2020, 2024, 2025"
138585,non-wetland,3,0,3,0.0,0.0019503546666666666,2,
138586,non-wetland,142,14,128,0.09859154929577464,0.1045438866416486,6,
138587,non-wetland,28,3,25,0.10714285714285714,0.09335759145484643,5,
138588,non-wetland,6,0,6,0.0,0.298905722065,4,
138589,wetland,5,1,4,0.2,0.14249867414540002,4,2015
138592,non-wetland,1,0,1,0.0,0.001582474,1,
138593,non-wetland,4,0,4,0.0,0.06976217317375001,1,
138597,non-wetland,1,0,1,0.0,0.011016949,1,
138600,non-wetland,1,0,1,0.0,0.10979422,1,
138601,non-wetland,3,0,3,0.0,0.015206678472333333,2,
138603,non-wetland,1,0,1,0.0,0.029874163,1,
138604,non-wetland,2,0,2,0.0,0.2151439,2,
138609,non-wetland,94,2,92,0.02127659574468085,0.06140640634832128,6,
138610,non-wetland,1,0,1,0.0,0.262669,1,
138611,non-wetland,2,0,2,0.0,0.0134480575,2,
138612,non-wetland,3,0,3,0.0,0.015818538265666666,1,
138613,wetland,18,1,17,0.05555555555555555,0.044205391536666666,7,2022
138616,non-wetland,19,0,19,0.0,0.019980717115426316,7,
138617,wetland,7,2,5,0.2857142857142857,0.20317387218571428,3,2022
138618,wetland,15,14,1,0.9333333333333333,0.8787470824303333,3,"2021, 2022, 2023"
138619,wetland,100,91,9,0.91,0.86831341149,5,"2021, 2022, 2023, 2024, 2025"
138620,wetland,1,1,0,1.0,0.91899943,1,2018
138621,wetland,4,4,0,1.0,0.776816285,4,"2018, 2020, 2021, 2025"
138622,wetland,15,9,6,0.6,0.5493249462626333,6,"2017, 2019, 2020, 2021"
138623,non-wetland,9,0,9,0.0,0.013554472241011112,4,
138624,non-wetland,4,0,4,0.0,0.0149344957,4,
138625,non-wetland,1,0,1,0.0,0.0035264536,1,
138627,non-wetland,8,1,7,0.125,0.1248513907105,3,
138628,non-wetland,1,0,1,0.0,0.064669795,1,
138638,non-wetland,5,0,5,0.0,0.358047608,4,
138639,wetland,19,11,8,0.5789473684210527,0.4597209987878684,5,"2018, 2019"
138640,non-wetland,1,0,1,0.0,0.035,1,
138641,non-wetland,1,0,1,0.0,0.0033356086,1,
138642,wetland,9,1,8,0.1111111111111111,0.08633529444444445,4,2019
138643,non-wetland,4,0,4,0.0,0.04814293275,1,
138644,non-wetland,2,0,2,0.0,0.003766837414,1,
138646,non-wetland,1,0,1,0.0,3.8860104e-05,1,
138647,non-wetland,1,0,1,0.0,0.008095238,1,
138649,wetland,2,1,1,0.5,0.334309945,1,2017
138653,wetland,1,1,0,1.0,0.6846628,1,2017
138654,wetland,34,18,16,0.5294117647058824,0.45267131276929407,7,"2019, 2020, 2022, 2024, 2025"
138655,wetland,8,8,0,1.0,0.8292499249999999,2,"2019, 2023"
138656,wetland,4,4,0,1.0,0.85576375,2,"2017, 2024"
138658,wetland,5,1,4,0.2,0.2214353039104,3,2019
138661,non-wetland,1,0,1,0.0,0.091721356,1,
138662,wetland,9,7,2,0.7777777777777778,0.68174555,4,"2022, 2023, 2024"
138663,non-wetland,2,0,2,0.0,0.19924423,1,
138664,wetland,9,6,3,0.6666666666666666,0.6376474911111111,3,"2023, 2024"
138666,wetland,3,1,2,0.3333333333333333,0.42406827,3,2022
138667,wetland,4,3,1,0.75,0.7982705275,2,2025
138669,wetland,3,1,2,0.3333333333333333,0.32402644433333333,2,2025
138670,wetland,13,6,7,0.46153846153846156,0.4277129104638077,2,2025
138683,non-wetland,8,0,8,0.0,0.0072916667,2,
138685,non-wetland,1125,2,1123,0.0017777777777777779,0.010305340590237423,12,
138686,non-wetland,6,1,5,0.16666666666666666,0.333493827,2,
138687,non-wetland,19,0,19,0.0,0.002037943267273684,3,
138692,non-wetland,3,0,3,0.0,1.4918779333333334e-05,2,
138693,non-wetland,4,0,4,0.0,0.0012549079267499999,1,
138714,wetland,6,3,3,0.5,0.55698851,3,"2020, 2025"
138721,wetland,1,1,0,1.0,0.6297452,1,2021
138723,non-wetland,2,0,2,0.0,0.136902585,1,
138724,wetland,7,3,4,0.42857142857142855,0.39154229885714287,5,"2020, 2021, 2023"
138725,wetland,9,4,5,0.4444444444444444,0.41794132547777774,3,2021
138727,non-wetland,1,0,1,0.0,0.077,1,
138729,wetland,6,6,0,1.0,0.7950765966666666,4,"2020, 2022, 2023, 2025"
138731,non-wetland,2,0,2,0.0,0.1001994043,2,
138732,wetland,2,1,1,0.5,0.2738783305,1,before 2000
138741,wetland,2,2,0,1.0,0.7106435,1,2019
138743,wetland,2,2,0,1.0,0.64549475,1,2023
138744,wetland,5,4,1,0.8,0.609687178832,2,2020
138745,non-wetland,6,0,6,0.0,0.33223538999999996,2,
138746,wetland,3,3,0,1.0,0.6259107533333333,1,2024
138747,wetland,29,28,1,0.9655172413793104,0.7108695127586206,4,"2020, 2023, 2024, 2025"
138748,wetland,39,36,3,0.9230769230769231,0.7344693117948717,6,"2020, 2021, 2022, 2023, 2024, 2025"
138751,wetland,4,3,1,0.75,0.699633325,4,"2017, 2020, 2025"
138752,wetland,1,1,0,1.0,0.7674664,1,2021
139216,wetland,99,4,95,0.04040404040404041,0.07411104154312828,8,2011-2012
139217,non-wetland,5,0,5,0.0,0.018027273759999997,3,
139218,non-wetland,3,0,3,0.0,0.1757386024583333,2,
139219,non-wetland,7,1,6,0.14285714285714285,0.10440089561019998,3,
139220,non-wetland,7,0,7,0.0,0.03654828497142858,5,
139221,non-wetland,38,0,38,0.0,0.006079217019165789,9,
139222,wetland,12,2,10,0.16666666666666666,0.10790650107233334,5,"2018, 2020"
139223,non-wetland,3,0,3,0.0,0.0321035701,2,
139224,non-wetland,7,0,7,0.0,0.004585188981428572,2,
139225,non-wetland,44,0,44,0.0,0.019412573801738636,9,
139226,non-wetland,9,0,9,0.0,0.009060468201555556,3,
139227,non-wetland,41,0,41,0.0,0.018039408432707318,13,
139228,non-wetland,2,0,2,0.0,0.005143082835,2,
139229,non-wetland,44,0,44,0.0,0.017380164231715907,9,
