"COMMON.NAME","SCIENTIFIC.NAME","Long.Term.Analysis","Current.Analysis","Selected.SoIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km.latestyear","mean5km","ci5km"
"Malabar Parakeet","Psittacula columboides","","","",NA,NA,NA,NA,NA,NA
"Derbyan Parakeet","Psittacula derbiana","","","",NA,NA,NA,NA,NA,NA
"Red-breasted Parakeet","Psittacula alexandri","","","X",2,NA,0.5,NA,14.5,18.62
"Nicobar Parakeet","Psittacula caniceps","","","",NA,NA,NA,NA,NA,NA
"Long-tailed Parakeet","Psittacula longicauda","","","",NA,NA,NA,NA,NA,NA
"Vernal Hanging-Parrot","Loriculus vernalis","","","",NA,NA,NA,NA,NA,NA
"Long-tailed Broadbill","Psarisomus dalhousiae","","","X",10,0.1,0.428571428571429,0.7,13,3.31852175925768
"Gray-lored Broadbill","Serilophus rubropygius","","","",NA,NA,NA,NA,NA,NA
"Blue-naped Pitta","Hydrornis nipalensis","","","X",1,NA,1,NA,24,NA
"Blue Pitta","Hydrornis cyaneus","","","",NA,NA,NA,NA,NA,NA
"Indian Pitta","Pitta brachyura","","","",NA,NA,NA,NA,NA,NA
"Blue-winged Pitta","Pitta moluccensis","","","",NA,NA,NA,NA,NA,NA
"Western Hooded Pitta","Pitta sordida","","","",NA,NA,NA,NA,NA,NA
"Mangrove Pitta","Pitta megarhyncha","","","",NA,NA,NA,NA,NA,NA
"White-bellied Minivet","Pericrocotus erythropygius","","","",NA,NA,NA,NA,NA,NA
"Small Minivet","Pericrocotus cinnamomeus","","","X",2,NA,0.5,NA,13,3.92
"Gray-chinned Minivet","Pericrocotus solaris","","","",9,0.111111111111111,0.416666666666667,0.777777777777778,12.8888888888889,3.62944814361088
"Short-billed Minivet","Pericrocotus brevirostris","","","X",13,0.153846153846154,0.480769230769231,0.769230769230769,11.6923076923077,2.91378848127476
"Long-tailed Minivet","Pericrocotus ethologus","","","X",12,0.166666666666667,0.552083333333333,0.833333333333333,12.0833333333333,3.05608368254985
"Orange Minivet","Pericrocotus flammeus","","","",NA,NA,NA,NA,NA,NA
"Scarlet Minivet","Pericrocotus speciosus","","","X",13,0.153846153846154,0.673076923076923,0.692307692307692,11.6923076923077,2.91378848127476
"Ashy Minivet","Pericrocotus divaricatus","","","",NA,NA,NA,NA,NA,NA
"Brown-rumped Minivet","Pericrocotus cantonensis","","","",NA,NA,NA,NA,NA,NA
"Rosy Minivet","Pericrocotus roseus","","","X",NA,NA,NA,NA,NA,NA
"Large Cuckooshrike","Coracina macei","","","X",6,NA,0.366666666666667,0.5,14,5.45053881128585
"Andaman Cuckooshrike","Coracina dobsoni","","","",NA,NA,NA,NA,NA,NA
"Pied Triller","Lalage nigra","","","",NA,NA,NA,NA,NA,NA
"Black-winged Cuckooshrike","Lalage melaschistos","","","X",12,NA,0.5,0.833333333333333,12.0833333333333,3.05608368254985
"Black-headed Cuckooshrike","Lalage melanoptera","","","",NA,NA,NA,NA,NA,NA
"Black-headed Shrike-Babbler","Pteruthius rufiventer","","","X",9,0.111111111111111,0.428571428571429,0.888888888888889,12.7777777777778,3.67812418643854
"White-browed Shrike-Babbler","Pteruthius aeralatus","","","X",10,0.1,0.6,1,13,3.31852175925768
"Green Shrike-Babbler","Pteruthius xanthochlorus","","","X",13,0.153846153846154,0.355769230769231,0.461538461538462,11,2.97745373922598
"Black-eared Shrike-Babbler","Pteruthius melanotis","","","X",10,0.1,0.5625,1,13,3.31852175925768
"Clicking Shrike-Babbler","Pteruthius intermedius","","","",NA,NA,NA,NA,NA,NA
"White-bellied Erpornis","Erpornis zantholeuca","","","X",9,0.111111111111111,0.402777777777778,0.777777777777778,13.4444444444444,3.58011035073736
"Mangrove Whistler","Pachycephala cinerea","","","",NA,NA,NA,NA,NA,NA
"Eurasian Golden Oriole","Oriolus oriolus","","","",NA,NA,NA,NA,NA,NA
"Indian Golden Oriole","Oriolus kundoo","","","X",1,NA,1,NA,19,NA
"Black-naped Oriole","Oriolus chinensis","","","X",NA,NA,NA,NA,NA,NA
"Slender-billed Oriole","Oriolus tenuirostris","","","",NA,NA,NA,NA,NA,NA
"Black-hooded Oriole","Oriolus xanthornus","","","",NA,NA,NA,NA,NA,NA
"Maroon Oriole","Oriolus traillii","","","X",12,0.0833333333333333,0.614583333333333,0.916666666666667,12.25,2.93628553231336
"Ashy Woodswallow","Artamus fuscus","","","X",NA,NA,NA,NA,NA,NA
"White-breasted Woodswallow","Artamus leucorynchus","","","",NA,NA,NA,NA,NA,NA
"Malabar Woodshrike","Tephrodornis sylvicola","","","",NA,NA,NA,NA,NA,NA
"Large Woodshrike","Tephrodornis virgatus","","","X",3,NA,0.380952380952381,0.333333333333333,15,4.52642611044667
"Common Woodshrike","Tephrodornis pondicerianus","","","",NA,NA,NA,NA,NA,NA
"Bar-winged Flycatcher-shrike","Hemipus picatus","","","X",9,NA,0.5,0.666666666666667,13.4444444444444,3.58011035073736
"Common Iora","Aegithina tiphia","","","X",7,NA,0.410714285714286,0.714285714285714,14.4285714285714,4.00898989771738
"White-tailed Iora","Aegithina nigrolutea","","","",NA,NA,NA,NA,NA,NA
"White-throated Fantail","Rhipidura albicollis","","","X",11,0.181818181818182,0.715909090909091,1,12.7272727272727,3.04894031177939
"Spot-breasted Fantail","Rhipidura albogularis","","","",NA,NA,NA,NA,NA,NA
"White-browed Fantail","Rhipidura aureola","","","",NA,NA,NA,NA,NA,NA
"Black Drongo","Dicrurus macrocercus","","","X",13,NA,0.538461538461538,0.769230769230769,11.6923076923077,2.91378848127476
"Ashy Drongo","Dicrurus leucophaeus","","","X",14,0.142857142857143,0.776785714285714,1,11.2857142857143,2.81289339129111
"White-bellied Drongo","Dicrurus caerulescens","","","",NA,NA,NA,NA,NA,NA
"Crow-billed Drongo","Dicrurus annectens","","","",1,NA,1,1,24,NA
"Bronzed Drongo","Dicrurus aeneus","","","X",8,0.125,0.546875,0.75,13.5,4.05758548893304
"Lesser Racket-tailed Drongo","Dicrurus remifer","","","X",8,NA,0.303571428571429,0.375,13.75,4.00226186049839
"Hair-crested Drongo","Dicrurus hottentottus","","","X",11,0.0909090909090909,0.806818181818182,0.909090909090909,12.7272727272727,3.04894031177939
"Andaman Drongo","Dicrurus andamanensis","","","",NA,NA,NA,NA,NA,NA
"Greater Racket-tailed Drongo","Dicrurus paradiseus","","","X",3,NA,0.5,0.666666666666667,13,8.16013071790724
"Black-naped Monarch","Hypothymis azurea","","","X",1,NA,1,NA,11,NA
"Amur Paradise-Flycatcher","Terpsiphone incei","","","",NA,NA,NA,NA,NA,NA
"Blyth's Paradise-Flycatcher","Terpsiphone affinis","","","",NA,NA,NA,NA,NA,NA
"Indian Paradise-Flycatcher","Terpsiphone paradisi","","","",NA,NA,NA,NA,NA,NA
"Red-backed Shrike","Lanius collurio","","","",NA,NA,NA,NA,NA,NA
"Red-tailed Shrike","Lanius phoenicuroides","","","",NA,NA,NA,NA,NA,NA
"Isabelline Shrike","Lanius isabellinus","","","",NA,NA,NA,NA,NA,NA
"Brown Shrike","Lanius cristatus","","","X",9,NA,0.361111111111111,0.333333333333333,13.4444444444444,3.58011035073736
"Burmese Shrike","Lanius collurioides","","","",NA,NA,NA,NA,NA,NA
"Bay-backed Shrike","Lanius vittatus","","","",NA,NA,NA,NA,NA,NA
"Long-tailed Shrike","Lanius schach","","","X",14,0.0714285714285714,0.633928571428571,0.785714285714286,11.2142857142857,2.84831394121019
"Gray-backed Shrike","Lanius tephronotus","","","X",14,0.214285714285714,0.5625,0.785714285714286,11.2857142857143,2.81289339129111
"Great Gray Shrike","Lanius excubitor","","","",NA,NA,NA,NA,NA,NA
"Lesser Gray Shrike","Lanius minor","","","",NA,NA,NA,NA,NA,NA
"Masked Shrike","Lanius nubicus","","","",NA,NA,NA,NA,NA,NA
"Woodchat Shrike","Lanius senator","","","",NA,NA,NA,NA,NA,NA
"Eurasian Jay","Garrulus glandarius","","","X",5,0.2,0.3,0.2,16.2,4.77693458192594
"Black-headed Jay","Garrulus lanceolatus","","","",NA,NA,NA,NA,NA,NA
"Yellow-billed Blue-Magpie","Urocissa flavirostris","X","X","X",13,0.0769230769230769,0.682692307692308,0.846153846153846,11.6923076923077,2.91378848127476
"Red-billed Blue-Magpie","Urocissa erythroryncha","","","X",5,NA,0.4,0.6,15,5.43877927480055
"Common Green-Magpie","Cissa chinensis","","","X",11,0.0909090909090909,0.761363636363636,0.818181818181818,12.2727272727273,3.32298342502264
"Rufous Treepie","Dendrocitta vagabunda","","","X",3,0.333333333333333,0.333333333333333,0.333333333333333,19.3333333333333,5.10269645492568
"Gray Treepie","Dendrocitta formosae","","","X",11,0.181818181818182,0.818181818181818,1,12.7272727272727,3.04894031177939
"White-bellied Treepie","Dendrocitta leucogastra","","","",NA,NA,NA,NA,NA,NA
"Collared Treepie","Dendrocitta frontalis","","","X",2,0.5,0.5,0.5,16,5.88
"Andaman Treepie","Dendrocitta bayleii","","","",NA,NA,NA,NA,NA,NA
"Black-rumped Magpie","Pica bottanensis","","","",NA,NA,NA,NA,NA,NA
"Eurasian Magpie","Pica pica","","","",NA,NA,NA,NA,NA,NA
"Eurasian Nutcracker","Nucifraga caryocatactes","","","X",12,0.0833333333333333,0.40625,0.666666666666667,11,3.2368334694715
"Kashmir Nutcracker","Nucifraga multipunctata","","","",NA,NA,NA,NA,NA,NA
"Red-billed Chough","Pyrrhocorax pyrrhocorax","","","X",11,0.272727272727273,0.477272727272727,0.545454545454545,11.1818181818182,3.48435445246508
"Yellow-billed Chough","Pyrrhocorax graculus","","","X",8,0.125,0.46875,0.5,9,1.73735431043872
"Eurasian Jackdaw","Corvus monedula","","","",NA,NA,NA,NA,NA,NA
"House Crow","Corvus splendens","","","X",13,0.0769230769230769,0.673076923076923,0.846153846153846,11.6923076923077,2.91378848127476
"Rook","Corvus frugilegus","","","",NA,NA,NA,NA,NA,NA
"Carrion Crow","Corvus corone","","","",NA,NA,NA,NA,NA,NA
"Hooded Crow","Corvus cornix","","","",NA,NA,NA,NA,NA,NA
"Large-billed Crow","Corvus macrorhynchos","","","X",15,0.2,0.808333333333333,1,10.9333333333333,2.70821105364983
"Pied Crow","Corvus albus","","","",NA,NA,NA,NA,NA,NA
"Common Raven","Corvus corax","","","X",9,0.222222222222222,0.396825396825397,0.666666666666667,9.44444444444444,1.76252064167932
"Yellow-bellied Fairy-Fantail","Chelidorhynx hypoxanthus","","","X",13,0.307692307692308,0.682692307692308,0.846153846153846,11.6923076923077,2.91378848127476
"Gray-headed Canary-Flycatcher","Culicicapa ceylonensis","","","X",12,0.25,0.791666666666667,1,12.0833333333333,3.05608368254985
"Fire-capped Tit","Cephalopyrus flammiceps","","","",4,NA,0.375,0.5,11.75,1.47
"Yellow-browed Tit","Sylviparus modestus","","","X",14,0.214285714285714,0.482142857142857,0.785714285714286,11.2857142857143,2.81289339129111
"Sultan Tit","Melanochlora sultanea","","","X",11,NA,0.488636363636364,0.818181818181818,12.2727272727273,3.32298342502264
"Coal Tit","Periparus ater","","","X",13,0.307692307692308,0.480769230769231,0.538461538461538,11.3076923076923,3.03791582246426
"Rufous-naped Tit","Periparus rufonuchalis","","","",NA,NA,NA,NA,NA,NA
"Rufous-vented Tit","Periparus rubidiventris","","","X",12,0.333333333333333,0.489583333333333,0.666666666666667,11.0833333333333,3.18661769329682
"Gray-crested Tit","Lophophanes dichrous","","","X",9,0.333333333333333,0.569444444444444,0.777777777777778,10.7777777777778,2.62916500851036
"Azure Tit","Cyanistes cyanus","","","",NA,NA,NA,NA,NA,NA
"Ground Tit","Pseudopodoces humilis","","","",4,NA,0.4375,0.75,5.5,3.25029229454829
"Green-backed Tit","Parus monticolus","","","X",13,0.230769230769231,0.884615384615385,1,11.6923076923077,2.91378848127476
"Cinereous Tit","Parus cinereus","","","X",8,NA,0.357142857142857,0.375,13,4.33548151881657
"White-naped Tit","Machlolophus nuchalis","","","",NA,NA,NA,NA,NA,NA
"Himalayan Black-lored Tit","Machlolophus xanthogenys","","","X",6,NA,0.333333333333333,0.666666666666667,13.8333333333333,5.36569266523697
"Indian Yellow Tit","Machlolophus aplonotus","","","",NA,NA,NA,NA,NA,NA
"Yellow-cheeked Tit","Machlolophus spilonotus","","","X",12,0.166666666666667,0.427083333333333,0.833333333333333,12.25,2.93628553231336
"White-crowned Penduline-Tit","Remiz coronatus","","","",NA,NA,NA,NA,NA,NA
"Greater Hoopoe-Lark","Alaemon alaudipes","","","",NA,NA,NA,NA,NA,NA
"Rufous-tailed Lark","Ammomanes phoenicura","","","",NA,NA,NA,NA,NA,NA
"Desert Lark","Ammomanes deserti","","","",NA,NA,NA,NA,NA,NA
"Black-crowned Sparrow-Lark","Eremopterix nigriceps","","","",NA,NA,NA,NA,NA,NA
"Ashy-crowned Sparrow-Lark","Eremopterix griseus","","","",NA,NA,NA,NA,NA,NA
"Singing Bushlark","Mirafra javanica","","","",NA,NA,NA,NA,NA,NA
"Bengal Bushlark","Mirafra assamica","","","",NA,NA,NA,NA,NA,NA
"Jerdon's Bushlark","Mirafra affinis","","","",NA,NA,NA,NA,NA,NA
"Indian Bushlark","Mirafra erythroptera","","","",NA,NA,NA,NA,NA,NA
"Horned Lark","Eremophila alpestris","","","X",5,0.2,0.371428571428571,0.6,4.6,3.07413987970619
"Greater Short-toed Lark","Calandrella brachydactyla","","","X",1,1,NA,NA,10,NA
"Mongolian Short-toed Lark","Calandrella dukhunensis","","","",NA,NA,NA,NA,NA,NA
"Hume's Lark","Calandrella acutirostris","","","X",4,NA,0.3,0.25,7,1.38592929112563
"Bimaculated Lark","Melanocorypha bimaculata","","","",NA,NA,NA,NA,NA,NA
"Tibetan Lark","Melanocorypha maxima","","","",NA,NA,NA,NA,NA,NA
"Turkestan Short-toed Lark","Alaudala heinei","","","",NA,NA,NA,NA,NA,NA
"Sand Lark","Alaudala raytal","","","",NA,NA,NA,NA,NA,NA
"Eurasian Skylark","Alauda arvensis","","","",NA,NA,NA,NA,NA,NA
"Oriental Skylark","Alauda gulgula","","","X",NA,NA,NA,NA,NA,NA
"Crested Lark","Galerida cristata","","","",NA,NA,NA,NA,NA,NA
"Malabar Lark","Galerida malabarica","","","",NA,NA,NA,NA,NA,NA
"Tawny Lark","Galerida deva","","","",NA,NA,NA,NA,NA,NA
"Common Tailorbird","Orthotomus sutorius","","","X",11,0.0909090909090909,0.704545454545455,0.818181818181818,12.2727272727273,3.32298342502264
"Dark-necked Tailorbird","Orthotomus atrogularis","","","",NA,NA,NA,NA,NA,NA
"Himalayan Prinia","Prinia crinigera","","","X",4,NA,0.375,0.5,15.25,7.52220490725071
"Black-throated Prinia","Prinia atrogularis","X","X","X",11,0.181818181818182,0.534090909090909,0.909090909090909,12.2727272727273,3.32298342502264
"Rufous-crowned Prinia","Prinia khasiana","","","",NA,NA,NA,NA,NA,NA
"Hill Prinia","Prinia superciliaris","","","",NA,NA,NA,NA,NA,NA
"Gray-crowned Prinia","Prinia cinereocapilla","","","",NA,NA,NA,NA,NA,NA
"Rufous-fronted Prinia","Prinia buchanani","","","",NA,NA,NA,NA,NA,NA
"Rufescent Prinia","Prinia rufescens","","","X",4,NA,0.35,0.5,15,6.24950131343827
"Gray-breasted Prinia","Prinia hodgsonii","","","",NA,NA,NA,NA,NA,NA
"Delicate Prinia","Prinia lepida","","","",NA,NA,NA,NA,NA,NA
"Jungle Prinia","Prinia sylvatica","","","",NA,NA,NA,NA,NA,NA
"Yellow-bellied Prinia","Prinia flaviventris","","","",NA,NA,NA,NA,NA,NA
"Ashy Prinia","Prinia socialis","","","",NA,NA,NA,NA,NA,NA
"Plain Prinia","Prinia inornata","","","",NA,NA,NA,NA,NA,NA
"Zitting Cisticola","Cisticola juncidis","","","",NA,NA,NA,NA,NA,NA
"Golden-headed Cisticola","Cisticola exilis","","","",NA,NA,NA,NA,NA,NA
"Thick-billed Warbler","Arundinax aedon","","","X",3,0.333333333333333,0.444444444444444,0.666666666666667,9,3.92
"Booted Warbler","Iduna caligata","","","",NA,NA,NA,NA,NA,NA
"Sykes's Warbler","Iduna rama","","","",NA,NA,NA,NA,NA,NA
"Black-browed Reed Warbler","Acrocephalus bistrigiceps","","","",NA,NA,NA,NA,NA,NA
"Moustached Warbler","Acrocephalus melanopogon","","","",NA,NA,NA,NA,NA,NA
"Sedge Warbler","Acrocephalus schoenobaenus","","","",NA,NA,NA,NA,NA,NA
"Paddyfield Warbler","Acrocephalus agricola","","","",NA,NA,NA,NA,NA,NA
"Blunt-winged Warbler","Acrocephalus concinens","","","",NA,NA,NA,NA,NA,NA
"Blyth's Reed Warbler","Acrocephalus dumetorum","","","X",3,NA,0.333333333333333,0.333333333333333,14.3333333333333,4.71125366660628
"Large-billed Reed Warbler","Acrocephalus orinus","","","",NA,NA,NA,NA,NA,NA
"Great Reed Warbler","Acrocephalus arundinaceus","","","",NA,NA,NA,NA,NA,NA
"Oriental Reed Warbler","Acrocephalus orientalis","","","",NA,NA,NA,NA,NA,NA
"Clamorous Reed Warbler","Acrocephalus stentoreus","","","",NA,NA,NA,NA,NA,NA
"Pallas's Grasshopper Warbler","Helopsaltes certhiola","","","",NA,NA,NA,NA,NA,NA
"Lanceolated Warbler","Locustella lanceolata","","","",NA,NA,NA,NA,NA,NA
"Brown Bush Warbler","Locustella luteoventris","","","",NA,NA,NA,NA,NA,NA
"Common Grasshopper Warbler","Locustella naevia","","","",NA,NA,NA,NA,NA,NA
"Long-billed Bush Warbler","Locustella major","","","",NA,NA,NA,NA,NA,NA
"Chinese Bush Warbler","Locustella tacsanowskia","","","",NA,NA,NA,NA,NA,NA
"Baikal Bush Warbler","Locustella davidi","","","",NA,NA,NA,NA,NA,NA
"West Himalayan Bush Warbler","Locustella kashmirensis","","","",NA,NA,NA,NA,NA,NA
"Spotted Bush Warbler","Locustella thoracica","","","",NA,NA,NA,NA,NA,NA
"Russet Bush Warbler","Locustella mandelli","","","",4,0.25,0.375,0.5,16,6.54964630088272
"Broad-tailed Grassbird","Schoenicola platyurus","","","",NA,NA,NA,NA,NA,NA
"Bristled Grassbird","Schoenicola striatus","","","",NA,NA,NA,NA,NA,NA
"Striated Grassbird","Megalurus palustris","","","",NA,NA,NA,NA,NA,NA
"Scaly-breasted Cupwing","Pnoepyga albiventer","","","X",13,0.0769230769230769,0.451923076923077,0.923076923076923,11.6923076923077,2.91378848127476
"Immaculate Cupwing","Pnoepyga immaculata","","","",NA,NA,NA,NA,NA,NA
"Pygmy Cupwing","Pnoepyga pusilla","","","X",11,0.0909090909090909,0.568181818181818,1,12.2727272727273,3.32298342502264
"Gray-throated Martin","Riparia chinensis","","","X",1,NA,NA,NA,15,NA
"Bank Swallow","Riparia riparia","","","",NA,NA,NA,NA,NA,NA
"Pale Martin","Riparia diluta","","","",NA,NA,NA,NA,NA,NA
"Eurasian Crag-Martin","Ptyonoprogne rupestris","","","X",NA,NA,NA,NA,NA,NA
"Dusky Crag-Martin","Ptyonoprogne concolor","","","",NA,NA,NA,NA,NA,NA
"Barn Swallow","Hirundo rustica","","","X",12,0.166666666666667,0.510416666666667,0.583333333333333,12.25,2.93628553231336
"Wire-tailed Swallow","Hirundo smithii","","","X",NA,NA,NA,NA,NA,NA
"Hill Swallow","Hirundo domicola","","","",NA,NA,NA,NA,NA,NA
"Pacific Swallow","Hirundo tahitica","","","",NA,NA,NA,NA,NA,NA
"Red-rumped Swallow","Cecropis daurica","","","X",8,0.125,0.303571428571429,NA,13.5,4.05758548893304
"Striated Swallow","Cecropis striolata","","","",NA,NA,NA,NA,NA,NA
"Streak-throated Swallow","Petrochelidon fluvicola","","","",NA,NA,NA,NA,NA,NA
"Western House-Martin","Delichon urbicum","","","",NA,NA,NA,NA,NA,NA
"Asian House-Martin","Delichon dasypus","","","X",7,0.428571428571429,0.261904761904762,0.285714285714286,13.8571428571429,4.11196627742333
"Nepal House-Martin","Delichon nipalense","","","X",12,0.166666666666667,0.614583333333333,0.833333333333333,12.0833333333333,3.05608368254985
"Gray-headed Bulbul","Microtarsus priocephalus","","","",NA,NA,NA,NA,NA,NA
"Black-headed Bulbul","Microtarsus melanocephalos","","","",NA,NA,NA,NA,NA,NA
"Andaman Bulbul","Microtarsus fuscoflavescens","","","",NA,NA,NA,NA,NA,NA
"Black-crested Bulbul","Rubigula flaviventris","","","X",9,0.111111111111111,0.388888888888889,0.555555555555556,13.4444444444444,3.58011035073736
"Flame-throated Bulbul","Rubigula gularis","","","",NA,NA,NA,NA,NA,NA
"Crested Finchbill","Spizixos canifrons","","","",NA,NA,NA,NA,NA,NA
"Striated Bulbul","Alcurus striatus","","","X",10,0.2,0.55,1,13,3.31852175925768
"Red-vented Bulbul","Pycnonotus cafer","","","X",14,0.142857142857143,0.732142857142857,0.857142857142857,11.2857142857143,2.81289339129111
"Red-whiskered Bulbul","Pycnonotus jocosus","","","X",2,NA,0.5,NA,21.5,4.9
"White-eared Bulbul","Pycnonotus leucotis","","","",NA,NA,NA,NA,NA,NA
"Himalayan Bulbul","Pycnonotus leucogenys","","","X",12,0.25,0.760416666666667,0.75,12.0833333333333,3.05608368254985
"Yellow-throated Bulbul","Pycnonotus xantholaemus","","","",NA,NA,NA,NA,NA,NA
"Flavescent Bulbul","Pycnonotus flavescens","","","",NA,NA,NA,NA,NA,NA
"White-browed Bulbul","Pycnonotus luteolus","","","",NA,NA,NA,NA,NA,NA
"White-throated Bulbul","Alophoixus flaveolus","","","",NA,NA,NA,NA,NA,NA
"Gray-eyed Bulbul","Iole propinqua","","","",NA,NA,NA,NA,NA,NA
"Cachar Bulbul","Iole cacharensis","","","",NA,NA,NA,NA,NA,NA
"Yellow-browed Bulbul","Acritillas indica","","","",NA,NA,NA,NA,NA,NA
"Black Bulbul","Hypsipetes leucocephalus","","","X",14,0.214285714285714,0.767857142857143,0.928571428571429,11.2857142857143,2.81289339129111
"Square-tailed Bulbul","Hypsipetes ganeesa","","","",NA,NA,NA,NA,NA,NA
"Nicobar Bulbul","Ixos nicobariensis","","","",NA,NA,NA,NA,NA,NA
"Ashy Bulbul","Hemixos flavala","","","X",8,NA,0.390625,0.75,13.75,4.00226186049839
"Mountain Bulbul","Ixos mcclellandii","","","X",9,0.222222222222222,0.513888888888889,0.777777777777778,13.4444444444444,3.58011035073736
"Wood Warbler","Phylloscopus sibilatrix","","","",NA,NA,NA,NA,NA,NA
"Ashy-throated Warbler","Phylloscopus maculipennis","","","X",13,0.153846153846154,0.673076923076923,1,11.6153846153846,2.95702499891047
"Buff-barred Warbler","Phylloscopus pulcher","","","X",15,0.0666666666666667,0.533333333333333,0.8,10.9333333333333,2.70821105364983
"Yellow-browed Warbler","Phylloscopus inornatus","","","X",10,0.2,0.385714285714286,0.4,13.2,3.13055082125246
"Hume's Warbler","Phylloscopus humei","","","X",12,NA,0.229166666666667,0.0833333333333333,12.0833333333333,3.05608368254985
"Brooks's Leaf Warbler","Phylloscopus subviridis","","","",NA,NA,NA,NA,NA,NA
"Chinese Leaf Warbler","Phylloscopus yunnanensis","","","",NA,NA,NA,NA,NA,NA
"Pallas's Leaf Warbler","Phylloscopus proregulus","","","",NA,NA,NA,NA,NA,NA
"Lemon-rumped Warbler","Phylloscopus chloronotus","","","X",13,0.153846153846154,0.644230769230769,0.846153846153846,11.6923076923077,2.91378848127476
"Sichuan Leaf Warbler","Phylloscopus forresti","","","",NA,NA,NA,NA,NA,NA
"Tytler's Leaf Warbler","Phylloscopus tytleri","","","",NA,NA,NA,NA,NA,NA
"Sulphur-bellied Warbler","Phylloscopus griseolus","","","",NA,NA,NA,NA,NA,NA
"Tickell's Leaf Warbler","Phylloscopus affinis","","","X",14,0.0714285714285714,0.526785714285714,0.857142857142857,11.2142857142857,2.84831394121019
"Dusky Warbler","Phylloscopus fuscatus","","","X",3,NA,0.333333333333333,NA,15,4.52642611044667
"Smoky Warbler","Phylloscopus fuligiventer","","","",NA,NA,NA,NA,NA,NA
"Plain Leaf Warbler","Phylloscopus neglectus","","","",NA,NA,NA,NA,NA,NA
"Buff-throated Warbler","Phylloscopus subaffinis","","","",NA,NA,NA,NA,NA,NA
"Willow Warbler","Phylloscopus trochilus","","","",NA,NA,NA,NA,NA,NA
"Mountain Chiffchaff","Phylloscopus sindianus","","","",NA,NA,NA,NA,NA,NA
"Common Chiffchaff","Phylloscopus collybita","","","X",3,NA,0.444444444444444,NA,15,4.52642611044667
"White-spectacled Warbler","Phylloscopus intermedius","","","X",4,0.25,0.375,NA,16.75,5.79085198107037
"Gray-cheeked Warbler","Phylloscopus poliogenys","","","X",12,0.166666666666667,0.40625,0.666666666666667,12.25,2.93628553231336
"Green-crowned Warbler","Phylloscopus burkii","","","X",13,0.153846153846154,0.442307692307692,0.615384615384615,11.6923076923077,2.91378848127476
"Gray-crowned Warbler","Phylloscopus tephrocephalus","","","",NA,NA,NA,NA,NA,NA
"Whistler's Warbler","Phylloscopus whistleri","","","X",13,0.0769230769230769,0.711538461538462,1,11.6923076923077,2.91378848127476
"Green Warbler","Phylloscopus nitidus","","","",NA,NA,NA,NA,NA,NA
"Greenish Warbler","Phylloscopus trochiloides","","","X",14,0.0714285714285714,0.410714285714286,0.714285714285714,11.2857142857143,2.81289339129111
"Two-barred Warbler","Phylloscopus plumbeitarsus","","","",NA,NA,NA,NA,NA,NA
"Large-billed Leaf Warbler","Phylloscopus magnirostris","","","X",10,0.1,0.36,0.7,12.9,3.3498866315809
"Pale-legged Leaf Warbler","Phylloscopus tenellipes","","","",NA,NA,NA,NA,NA,NA
"Sakhalin Leaf Warbler","Phylloscopus borealoides","","","",NA,NA,NA,NA,NA,NA
"Arctic Warbler","Phylloscopus borealis","","","",NA,NA,NA,NA,NA,NA
"Chestnut-crowned Warbler","Phylloscopus castaniceps","","","X",12,0.0833333333333333,0.625,0.916666666666667,12.0833333333333,3.05608368254985
"Yellow-vented Warbler","Phylloscopus cantator","","X","X",10,0.1,0.4125,0.7,13,3.31852175925768
"Western Crowned Warbler","Phylloscopus occipitalis","","","",NA,NA,NA,NA,NA,NA
"Blyth's Leaf Warbler","Phylloscopus reguloides","","","X",13,0.230769230769231,0.605769230769231,0.923076923076923,11.6923076923077,2.91378848127476
"Claudia's Leaf Warbler","Phylloscopus claudiae","","","",NA,NA,NA,NA,NA,NA
"Gray-hooded Warbler","Phylloscopus xanthoschistos","X","X","X",13,0.230769230769231,0.740384615384615,0.923076923076923,11.6923076923077,2.91378848127476
"Pale-footed Bush Warbler","Hemitesia pallidipes","","","",NA,NA,NA,NA,NA,NA
"Asian Stubtail","Urosphena squameiceps","","","",NA,NA,NA,NA,NA,NA
"Gray-bellied Tesia","Tesia cyaniventer","","","X",10,0.2,0.4625,0.8,13,3.31852175925768
"Slaty-bellied Tesia","Tesia olivea","","","X",8,0.125,0.5,0.75,13.25,4.03639690813478
"Chestnut-crowned Bush Warbler","Cettia major","","","",NA,NA,NA,NA,NA,NA
"Gray-sided Bush Warbler","Cettia brunnifrons","","","X",12,0.25,0.364583333333333,0.916666666666667,11.4166666666667,3.11269719670639
"Chestnut-headed Tesia","Cettia castaneocoronata","","","X",13,0.153846153846154,0.576923076923077,0.846153846153846,11.6923076923077,2.91378848127476
"Cetti's Warbler","Cettia cetti","","","",NA,NA,NA,NA,NA,NA
"Yellow-bellied Warbler","Abroscopus superciliaris","","","X",10,NA,0.3875,0.7,13,3.31852175925768
"Rufous-faced Warbler","Abroscopus albogularis","","","",NA,NA,NA,NA,NA,NA
"Black-faced Warbler","Abroscopus schisticeps","","","X",11,0.181818181818182,0.420454545454545,0.818181818181818,12.7272727272727,3.04894031177939
"Mountain Tailorbird","Phyllergates cucullatus","","","X",12,0.166666666666667,0.319444444444444,0.666666666666667,12.25,2.93628553231336
